source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,Repetit,electronic-resource-num,Full text,Reason for exclusion,Per llista ongoing ClinicalTrials
random-journal.pdf,ProP134,NCT03778112,2018,,pro.p:#5,MRI Guided SBRT for Localized Prostate Cancer,,exclusion,Other study design,,,,,,
random-journal.pdf,ProP135,"A., Magli",2018,English,pro.p:#5,MRI-guided contouring in SBRT of the prostate for localized disease,"Purpose or Objective Magnetic resonance imaging (MRI)-guided stereotactic body radiation therapy (SBRT) has been established as a safe and effective treatment for prostate cancer. To evaluate the acute toxicity of a phase II study concerning SBRT with a dose scheme of 36.25 Gy in 5 fractions, in patients with localized prostate cancer at low/intermediate risk (according to NCCN score) and risk of lymph node involvement <17% ( Roach Index). Material and Methods This study dealt with a prospective analysis of the 30 patients treated with SBRT using VMAT technique. The GTV (prostate with the 1/3 proximal seminal vesicles) was delineated using the MR T2-weighted (T2w) and FLAIR images, co-registered with planning-CT images. Our local rigid registration method employed the 3 intraprostatic gold fiducial markers (GFM) as landmarks. The GTV was delineated also on CT-images and compared to MR-based GTV, by using the DICE metric. All patients were contoured under the supervision of the same physician (AM). For the planning, an isotropic margin of 6 mm around the MR-based GTV is added to obtain the PTV. To study the potential association to the bladder trigone on long-term urinary function, the bladder trigone was MR-based contoured too. An indwelling catheter was inserted to aid in the delineation of the urethra. The request for dose prescription is that V100%>95% of the PTV. The rectal dose-volume goals were V50% <50%, V80% <20%, V90<10%, V100%<5%. The bladder dose-volume goals were V50% <40%, V92.4% < 12.7%, V100% <10%. Concerning the urethra and the trigone, the constraints for the maximum dose (Dmax) were Dmax<39.9 Gy and Dmax<38.9 Gy, respectively. The IGRT protocol is based on 3 intraprostatic fiducial markers, with daily online checks by CBCT. The acute toxicity gastrointestinal (GI) and genitourinary (GU) were recorded using the RTOG/EORTC scale. Additional data are collected by means of I-PSS (International Prostate Symptom Score) - IIEF-5 (International Index of Erectile Function) questionnaires. Results Between November 2015 and July 2017, 30 patients were enrolled in this prospective study, the median follow-up duration was 6 months (range, 3-18 months). The median age was 74 years (range, 60-81 years). The mean target registration error was 0.3+/-0.2 mm (1SD). The CTcontoured prostate resulted on average 35% larger that the true gland (MR-based volume) with a mean DICE coefficient of 0.79 (range: 0.61-0.90), such that posterior portions were always missed and anterior normal tissue always included. For the dose distributions of the organs at risk, all the dose constraints were largely satisfied. Acute GU and GE toxicity of grade 2 were observed in 26% and 10% patients respectively. The quality of life assessment showed a complete recovery of obstructive symptoms 3 months from the end of the radiotherapy. Conclusion Our study showed an important reduction in volume of MR-guided prostate, in agreement with literature data. This allows safe high dose per fraction prostate with limited acute toxicities.",exclusion,Other study design + no comparator,,,,,,
random-journal.pdf,ProP136,"Finkelstein, S E",2016,English,pro.p,Multicenter assessment of stereotactic body radiation therapy (SBRT) boost in intermediate-risk prostate cancer: Biochemical failure and toxicity,"Purpose/Objective(s): Stereotactic body radiation therapy (SBRT) offers promise as a developing standard of care for localized prostate cancer. As compared to a conventional schedule, hypofractionated treatment may produce higher tumor control rates while maintaining an equivalent biologic effective dose (BED) to normal tissues for late effects and reducing BED for acute effects. Most previous single institution studies have specifically focused on patients with low risk prostate cancer with limited data available in intermediate (IRPC) or high risk prostate cancer. We describe toxicity and biochemical progression free survival outcomes of linear accelerator based SBRT boost for IRPC. Materials/Methods: This is a multi-center (9) retrospective review of prospectively collected data for a total of 60 patients; thirty-eight patients (63%) were treated on an IRB approved prospective trial. IRPC patients that included clinical stage T2b (7%) or PSA > 10 ng/ml and < 20 ng/ml (25%) or Gleason score of 7 (82%), received 45 Gy of IMRT in 25 fractions followed by a SBRT boost of 5.5 Gy per fraction for 4 fractions. Cone beam CT image guidance was used prior to each fraction for correction of target setup error. Twenty-three percent of patients received concomitant androgen deprivation therapy (ADT); forty-six patients (77%) deferred concomitant ADT. NCI CTCAE v3.0 was used to assess urinary and rectal toxicity at baseline, during treatment, and then at 1, 3, 6, 9, 12, 18, 24, 30, and 36 months after treatment. Biochemical determinations were made at concurrent follow up time points. IPSS and IEFF scores were also obtained at baseline and at follow up. Result(s): Median follow up was 21.5 months (range 2.9-87.2). No patient (0%) had a biochemical failure, using the combined ASTRO Phoenix definition. Mean PSA (ng/ml) at baseline was 8.5; 2.9 at 1, 1.7 at 3, 1.3 at 6, 0.8 at 9, 1.0 at 12, 0.7 at 18, 0.4 at 24, 0.3 at 30 months after treatment respectively. With respect to toxicity, Grade 3-5 Genitourinary (GU) toxicity was 3%, with 2 patients experiencing grade 3 (3%), and no patient experiencing grade 4 or 5 toxicity. The most common GU toxicity was urinary frequency/urgency, experienced by 35% of patients at baseline, peaking during treatment to 65%, declining to 24% by 12 months and thereafter remaining stable. Grade 3-5 Gastrointestinal (GI) toxicity was 2%, with 1 patient experiencing grade 3 (2%), and no grade 4 or 5 toxicity. Diarrhea was the most common side effect seen, 24% during treatment, all Grade 1. This toxicity resolved rapidly, with 4% at 12 months and 0% thereafter. Conclusion(s): Linear accelerator based SBRT boost for IRPC produces a rapid biochemical response with favorable urinary and rectal toxicity following treatment. Interestingly, a clinically significant number of patients had GU symptoms at baseline which improved over time. Further followup is needed to determine long-term toxicity and disease control outcomes.",exclusion,Other study design + no comparator,,,http://dx.doi.org/10.1016/j.ijrobp.2016.06.1331,,,
random-journal.pdf,ProP137,"Jiang, Naomi Y",2019,eng,pro.p,Multi-Institutional Analysis of Prostate-Specific Antigen Kinetics After Stereotactic Body Radiation Therapy.,"PURPOSE: Understanding prostate-specific antigen (PSA) kinetics after radiation therapy plays a large role in the management of patients with prostate cancer (PCa). This is particularly true in establishing expectations regarding PSA nadir (nPSA) and PSA bounces, which can be disconcerting. As increasingly more patients are being treated with stereotactic body radiation therapy (SBRT) for low- and intermediate-risk PCa, it is imperative to understand the PSA response to SBRT. METHODS AND MATERIALS: PSA data from 5 institutions were retrospectively analyzed for patients with localized PCa treated definitively with SBRT alone from 2004 to 2016. Patients received 35 to 40 Gy in 5 fractions, per institutional standards. Patients who had less than 12 months of PSA data or received androgen deprivation therapy were excluded from this study. Linear and logistic multivariable analysis were performed to identify predictors of nPSA, bounce, and biochemical recurrence, and joint latent class models were developed to identify significant predictors of time to biochemical failure. RESULTS: A total of 1062 patients were included in this study. Median follow-up was 66 months (interquartile range [IQR], 36.4-89.9 months). Biochemical failure per the Phoenix criteria occurred in 4% of patients. Median nPSA was 0.2 ng/mL, median time to nPSA was 40 months, 84% of patients had an nPSA ≤0.5 ng/mL, and 54% of patients had an nPSA ≤0.2 ng/mL. On multivariable analysis, nPSA was a significant predictor of biochemical failure. Benign PSA bounce was noted in 26% of patients. The median magnitude of PSA bounce was 0.52 ng/mL (IQR, 0.3-1.0 ng/mL). Median time to PSA bounce was 18.1 months (IQR, 12.0-31.1 months). On multivariable analysis, age and radiation dose were significantly associated with a lower incidence of bounce. Joint latent class models modeling found that nPSA and radiation dose were significantly associated with longer time to biochemical failure. CONCLUSIONS: In this multi-institutional cohort of patients with long-term follow-up, we found that SBRT led to low nPSAs. In turn, lower nPSAs are associated with reduced incidence of, and longer time to, biochemical failure. Benign PSA bounces occurred in a quarter of patients, as late as several years after treatment. Further studies are needed to directly compare the PSA response of patients who receive SBRT versus other treatment modalities.",exclusion,Other study design + no comparator,,,10.1016/j.ijrobp.2019.06.2539,,,
random-journal.pdf,ProP138,"M.R., Folkert",2017,English,pro.p,Multi-institutional phase 2 trial of high-dose stereotactic body radiation therapy with temporary hydrogel spacer for lowand intermediate-risk prostate cancer,"Purpose/Objective(s): High-dose stereotactic body radiation therapy (SBRT) yields very high rates of biochemical control for low-(LR) and intermediate-risk (IR) prostate cancer (PCa), but in our prior Phase 1/2 trial of SBRT for LR and IR PCa a degree of rectal injury (e.g., mucosal erosion or ulcer) was observed in all cases, with potential high grade toxicity associated with incidental dose to the rectal wall. We report outcomes of a multi-institutional phase 2 clinical trial of high-dose SBRT for LR and IR PCa patients following placement of a peri-rectal hydrogel spacer. Materials/Methods: Eligible patients included men with localized PCa with Gleason score 6-7, PSA <=15, and clinical/radiographic stage <= T2c. Patients underwent hydrogel spacer placement followed by 45 Gy in five fractions to the prostate only; concurrent hormone therapy was not used. Primary endpoints were reduction in the rate of rectal erosion/ulcer events within 9 months and rates of peri-rectal space creation >= 7.5 mm. Potential rectal erosion/ulceration was assessed at 1.5, 3, 6, and 9 months posttreatment by direct anoscopy. Toxicity using Common Toxicity Criteria for Adverse Events v.4.0, quality of life, dosimetric outcomes, and oncologic outcomes data were collected. The proposed study had >90% power to detect significant reduction in mucosal injury rate from the observed rate of 90% in the preceding Phase 1/2 clinical trial to < 70% (alphaZ0.05, two-sided exact test). Result(s): A total of 44 patients treated at 2 institutions were included; 7 patients (15.9%) had Gleason 6(3+3) PCa, 25 (56.8%) had Gleason 7(3+4) PCa, and 12 (27.3%) had Gleason 7(4+3) PCa. Median PSA at treatment was 6.5 (range 1.7-13.5). All patients received protocol therapy; overall rate of dosimetry noncompliance was 1.8%. A total of 6 rectal erosions/ulcers (five grade 1, one grade 2) were observed (13.6%), meeting the trial's primary objective. All of them were minimally symptomatic and resolved on repeat anoscopy within 6 months. Median space creation was 11.5 mm; only 1 spacer (2.3%) did not meet the protocol goal of >=7.5mm of space created, but overall trial endpoint was met with >95% of patients with spacer distance of >= 7.5mm. At a median follow-up of 12 months, freedom from biochemical failure was 100%. There were no >= Grade 3 acute or chronic gastrointestinal toxicities. Acute and late urinary Grade 3 toxicities occurred in 2 (4.5%) of patients; one spacer site infection and one urinary tract pain, both resolved. No >Grade 3 toxicities occurred. Conclusion(s): This is the first prospective study to evaluate the efficacy of hydrogel spacer for patients undergoing SBRT for PCa. Hydrogel spacer placement prior to high-dose SBRT treatment for PCa significantly reduces rectal erosion/ulcer events. This is expected to reduce long-term rectal toxicity; there are no high-grade rectal events noted on study to date. Protocol patients will continue to be followed for toxicity, biochemical control, overall and disease specific survival, and quality of life outcomes.",exclusion,Other study design + no comparator,,,,,,
random-journal.pdf,ProP139,,2015,English,pro.p:#2,Multi-institutional registry for prostate cancer radiosurgery: An observational clinical trial,"Background: To report on the design, methodology and early outcome results of a multi-institutional registry study of prostate cancer radiosurgery. Method(s): The Registry for Prostate Cancer Radiosurgery (RPCR) was established in 2010 to further evaluate the efficacy and toxicity of prostate radiosurgery (SBRT) for the treatment of clinically localized prostate cancer. Men with prostate cancer were asked to voluntarily participate in the Registry. Demographic, baseline medical and treatment-related data were collected and stored electronically in a HIPAA-compliant database, maintained by Advertek, Inc. Enrolled men were asked to complete short, multiple choice questionnaires regarding their bowel, bladder and sexual function. Patient-reported outcome forms were collected at baseline and at regular intervals (every 3-6 months) following treatment. Serial PSA measurements were obtained at each visit and included in the collected data. Result(s): From July 2010 to July 2013, nearly 2,000 men from 45 participating sites were enrolled in the registry. The majority (86%) received radiosurgery as monotherapy. At 2 years follow-up, biochemical disease free survival was 92%. No Grade 3 late urinary toxicity was reported. One patient developed Grade 3 gastrointestinal toxicity (rectal bleeding). Erectile function was preserved in 80% of men <70 yeats old. Overall compliance with data entry was 64%. Conclusion(s): Stereotactic radiosurgery is an alternative option to conventional radiotherapy for the treatment of organ-confined prostate cancer. The Registry for Prostate Cancer Radiosurgery represents the collective experience of multiple institutions, including community-based cancer centers, with outcome results in keeping with published, prospective trials of prostate SBRT.",exclusion,Other study design + no comparator,,,,,,
random-journal.pdf,ProP140,"P., Blumenfeld",2018,English,pro.p:#5,Multi-parametric MRI guided dose escalated radiotherapy for treatment of localized prostate cancer (PCa): Initial toxicity results of a prospective phase II trial,"Background: Multi-parametric MRI (mpMRI) of PCa uses advanced sequences to detect aggressive, high grade and bulky lesions. Given known advantages of hypofractionated radiotherapy (RT) to treat PCa (low a/b ratio), we conducted a phase II trial to escalate a high dose to mpMRI lesion(s) via Image-Guided (IG)-RT/Volumetric Arc Therapy (VMAT)/Stereotactic Body Radiotherapy (SBRT) technology. We present the acute toxicity results of this novel approach. Method(s): 22 pts with mpMRI lesion(s) were prospectively treated to a course of IGRT/VMAT to the prostate & seminal vesicle +/-pelvic lymph nodes (PLN) to a dose of 45 Gy in 25 fractions followed by SBRT boost, 18 Gy in 3 fraction to the prostate with a simultaneous integrated boost 21 Gy in 3 fractions (EQD2 = 85.2 Gy using a/b 3 or 93.4 Gy using a/b 1.5) to the mpMRI prostatic lesion(s). Placement of 3 polymer based fiducial markers visible in both CT and MRI for image co-registration and treatment guidance was performed. Genitourinary (GU) and gastrointestinal (GI) adverse events (AE) were scored using CTCAE v4. DSMC approved reporting of acute AE results prior to completion of trial accrual as an interim safety assessment prior to final trial accrual. Result(s): Median age was 66.5 years (range: 57-80). All patients had PI-RADS grade 3-5 mpMRI lesion(s); 41.0%, 45.4% and 13.6% having 1, 2 and 3 lesions respectively. Ten (45%) pts had Gleason Score (GS) 8-10 and 12 had GS 7 disease. Median PSA was 8.97 (range: 4.0-77.9). Eleven (50%), 10 (46%), and 1 (5%) pts had stage T1, T2, and T3 tumor, respectively. Nine pts received treatment to the PLN and 15 received androgen deprivation therapy. All patients completed the protocol treatment without reporting acute GI or GU AEs grade >=3 during treatment or at follow up. Grade 2 GI (diarrhea) and GU toxicity (frequency) was seen in 2 (9%) and 9 (41%) pts, respectively, during treatment. Of the 16 pts (71%) with least 3 months follow-up all grade 2 GI and 55.5% GU toxicities had resolved. Conclusion(s): Early results of this prospective Phase II study suggest that high-dose RT for localized PCa via mpMRI-guided RT/VMAT and SBRT boost is tolerable with a favorable acute toxicity profile.",exclusion,Other study design + no comparator,,,http://dx.doi.org/10.1200/JCO.2018.36.6_suppl.25,,,
random-journal.pdf,ProP141,"Milano, Michael T",2020,eng,5 study;pro.m:#5;pro.p:#5,Oligometastases: history of a hypothesis.,"The term oligometastases represents a clinical state of metastatic disease that is limited in the number of metastatic sites and extent of disease, and amenable to metastasis-directed surgical or ablative therapy. While metastasis-directed approaches are used for palliation, the primary goal of such treatment for patients with oligometastases is to prolong survival and the duration of cancer control. Metastasis-directed therapy, for patients with limited number of metastatic sites, has been practiced for decades, dating back to the era before chemotherapy was widely used. Systemic therapy has become the accepted standard of care for metastatic disease. And while not curative for most solid cancers, systemic therapy can delay cancer progression, prolong life, and maintain or improve quality of life, albeit often at the expense of toxicities which can adversely impact quality of life. From the 1960s to 1980s, prominent physicians questioned whether metastasis-directed resection or radiotherapy could potentially be curative treatment approaches. In 1995, Drs. Hellman and Weichselbaum wrote an editorial that coined the term ""oligometastases"" and refined the hypothesis of metastasis-directed surgical and radiotherapeutic treatments as potentially curative for select patients. Their article was the first to explicitly describe the clinical state of metastases existing along a spectrum, with a spectrum of behaviors (ranging from indolent disease confined to limited sites to widespread disease) and, therefore, a spectrum of potential treatments. In the ensuing decades, there were rapid technologic advancements in radiotherapy, including stereotactic body radiation therapy (SBRT), which facilitated delivery of ablative doses of radiation to precisely and accurately targeted tumors. SBRT has been considered an optimal non-surgical approach to treat oligometastases, allowing for definitive-dose delivery and for targeting accuracy that minimizes normal tissue radiation exposure. In the early 2000s, many institutions began publishing prospective studies demonstrating favorable outcomes in patients with oligometastases treated with SBRT. Not answered in these single-arm studies was whether patients generally fared better than expected due to selection of patients with relatively indolent disease, or from metastasisdirected treatment. There is also a potential for immortal time bias with non-randomized comparisons. However, recent randomized phase II studies have suggested that SBRT for oligometastases is associated with improved survival outcomes. Phase III studies, many specific for certain cancers (i.e., breast, prostate or lung cancers) are accruing. Future work will be needed to identify which patients are most apt to benefit from metastasis-directed therapy; in addition to clinical factors, host and/or tumor genomics may prove to be prognostic. Metastasis-directed therapy may become more important with improvements in systemic therapy in controlling micrometastatic disease. Incorporating immunotherapy with SBRT may also be a promising approach, with SBRT perhaps augmenting the immune response. As personalized medicine evolves, patients with oligometastases will be better served. The history of oligometastases will continue to unfold.",exclusion,review,Llegir text complert per info sobre oligometastasis i referències sobre RCTs,PM113,http://dx.doi.org/10.21037/apm.2020.03.31,,,
random-journal.pdf,ProP142,"S., Sridharan",2016,English,#1;pro.m,Oligometastatic bone disease in prostate cancer patients treated on the TROG 03.04 RADAR trial,"Background It remains unclear whether eradication of oligometastases by stereotactic body radiation therapy or other means will result in cure or prolongation of survival in some cases, or merely provide palliation. We address this issue with prospectively collected progression and treatment data from the TROG 03.04 RADAR randomised controlled trial for men with locally advanced prostate cancer (PC). Methods Three Fine and Gray competing risk survival models with time-dependent covariates were used to determine whether metastatic progression status at first diagnosis of bony metastases, i.e. number of bony sites involved and presence of prior or simultaneous other sites of progression, impacts on prostate cancer-specific mortality (PCSM) when adjusted for baseline prognostic factors and allocated primary treatment. Results Between 2003 and 2014, 176 of the 1071 subjects developed bone metastases, 152 developed other sites of progression and 91 died of PC. All subjects received secondary treatment using androgen suppression but none received extirpative treatments. The three models found evidence: 1 - of a clear prognostic gradient according to number of bony metastatic sites; 2 - that other sites of progression contributed to PCSM to a lesser extent than bone progression; and 3 - that further bony metastatic progression in men with up to 3 bony metastases had a major impact on PCSM. Conclusion Randomised trials are essential to determine the value of extirpative treatment for oligometastatic bony metastases due to PC.Copyright © 2016 Elsevier Ireland Ltd",exclusion,Other tumor treated,,PM114,http://dx.doi.org/10.1016/j.radonc.2016.07.021,,,
random-journal.pdf,ProP143,"Lancia, Andrea",2017,eng,*;1 population;pro.m,Oligometastatic cancer: stereotactic ablative radiotherapy for patients affected by isolated body metastasis.,"BACKGROUND: To evaluate the outcome of patients affected by a single isolated body metastasis treated with stereotactic body radiotherapy (SBRT). MATERIAL AND METHODS: Seven-eight patients were treated with SBRT for isolated body metastasis. The most frequent primary tumor was prostate cancer (28.2%), followed by colorectal cancer (23.1%) and lung cancer (20.5%). Median age at diagnosis of oligometastatic disease was 70 years (range 47-88). Median Karnofsky Performance Status (KPS) was 90 (range 70-100). The most common SBRT fractionation scheme was 5 × 7 Gy (total dose 35 Gy). Response to radiotherapy was determined according to RECIST criteria v1.1. Toxicity was registered according to Common Terminology Criteria for Adverse Events (CTCAE) v4.0. The survival analysis was performed with the Kaplan-Meier method. The correlation between time actuarial incidence and clinical parameters was studied, and the Kaplan-Meier method of log-rank test was applied. RESULTS: With a median follow-up of 22.68 months, local control was achieved in 89.7% of the cases. The two-year overall survival (OS) and progression-free survival (PFS) were 68% and 42%, respectively. On univariate analysis, KPS ≥80 is predictive for improved OS (p = .001) and PFS (p = .001). Acute toxicity of grade ≥2 occurred in eight (10.2%) patients and late grade ≥2 toxicity in five (6.4%) patients. CONCLUSIONS: Ablative radiotherapy in 'early oligometastatic state' is a safe, effective and minimally invasive treatment modality. A good performance status (KPS ≥80) seems to influence the clinical outcome.",exclusion,Other study design + no comparator,,PM115,10.1080/0284186X.2017.1346383,,,
random-journal.pdf,ProP144,"C., Artigas",2017,English,pro.m,Oligometastatic Prostate Cancer radiotherapy treatment based on 68Ga-PSMA PET/CT: preliminary results,"Introduction and Aim: Oligometastatic disease in patients with prostate cancer (PCa) biochemical relapse (BCR) after primary treatment with curative intent is defined as the presence of up to 3 metastatic sites. Treating those lesions with stereotactic body radiotherapy (SBRT) has been demonstrated to increase disease free survival in a safe way, delaying androgen deprivation therapy for more than 2 years. However, those studies have been performed staging patients with Choline-PET. Our hypothesis is that these results can be improved using 68Ga-PSMA PET/ CT, which has demonstrated better accuracy in patients with BCR at low PSA levels, where the probability of oligometastatic disease is higher . The aim of this communication was to assess the efficacy of SBRT based on 68Ga-PSMA PET/CT in patients with BCR. Material(s) and Method(s): This is a retrospective analysis of a monocentric cohort of PCa patients diagnosed with oligometastatic disease based on 68Ga-PSMA PET/CT findings and treated with RT. Inclusion criteria were: histologically proven PCa, BCR after local treatment with curative intent (surgery, radiotherapy or both) and 3 or less metastatic lesions. Number and localization of metastatic sites where registered. MRI and CT coregistration were used for SBRT planning. In order to evaluate its efficacy , biochemical response was defined as a decrease of >50% of PSA (PSA50) measured at 1 and 4 months after SBRT. Patients were followed-up until progression. Result(s): From a total cohort of 45 patients treated with RT based on 68Ga -PSMA PET/ CT results, 15 met the inclusion criteria. Median PSA value at the time of the scan was 2.06ng/ml. A total of 22 PSMA positive lesions were treated: 13/22 (59%) lymph nodes, 6/22 (27%) bone lesions and 3/22 (14%) lung lesions. Only 1/15 (7%) patients had a biochemical response (PSA50) at 1 month while 8/11 (73%) patients presented a biochemical response at 4 months of follow- up . At the moment of this communication 4 patients are still responding at 1 year follow-up with no androgen deprivation therapy needed. Conclusion(s): Retrospective study preliminary results suggest SBRT based on 68Ga -PSMA PET/CT to be an effective treatment in patients with PCa oligometastatic disease. Biochemical response seems to be uncomplete at 1 month and should therefore be evaluated at earliest 4 months after SBRT. Future studies measuring outcome of SBRT based on 68Ga -PSMA PET/CT should be confronted to those using other imaging techniques.",exclusion,Other study design + no comparator,,PM117,http://dx.doi.org/10.1007/s00259-017-3822-1,,,
random-journal.pdf,ProP145,"S., Tran",2017,English,pro.m,Oligorecurrent nodal prostate cancer: Longterm results of an elective nodal irradiation approach,"Purpose or Objective The best strategy to irradiate oligorecurrent nodal prostate cancer (PCa) remains debated with both elective nodal radiotherapy (ENRT) and SBRT considered valid alternatives. Aim of this study is to report long-term results of ENRT in PCa patients (pts) with oligorecurrent nodal disease after primary treatment. Material and Methods Data of 53 oligorecurrent PCa pts (N1 and/or M1a) with <= 5 nodal metastases (n=108) treated with ENRT combined with androgen deprivation (AD) between 2004 and 2016 were retrospectively reviewed. Median age and PSA at diagnosis were 62 yrs (range, 47-77) and 8.6 ng/ml (range, 3.4-92.9 ng/ml), respectively. The primary treatment was RT, radical prostatectomy (RP), RP + postoperative RT and RT + salvage RP in 9 (17%), 23 (43%), 20 (38%) and 1 (2%) pts, respectively. At recurrence (median time after primary treatment of 34 mo, range 2-129 mo), all but one patient were re-staged with 18F-choline PET-CT studies. Median PSA and PSA doubling time (DT) were 3.4 ng/ml (0.2-48.9 ng/ml) and 5 mo (range, 1-35 mo), respectively. At restaging, 45.3% (n=24) of the pts presented a single nodal metastasis, while 2, 3, 4 and 5 nodal metastases were found in 30% (n=16), 7.5% (n=4), 9.5% (n=5) and 7.5% (n=4) of the pts, respectively. Recurrences were mainly located in the pelvis (n=38). A combined N1 and M1a oligorecurrence or extrapelvic nodal progression (M1a) was observed in 10 and 5 pts, respectively. All pts underwent ENRT between 45 and 50.4 Gy with a boost on positive nodes (median 64.4 Gy, 54-69 Gy) using mainly VMAT (n=24) or IMRT (n=21) techniques. Concomitant AD was administered to all pts for a median time of 6mo (range, 3-30 mo). Results After a median follow-up (FU) after ENRT of 44 mo (range, 2-133), 27 pts (51%) showed PSA progression, with a 5-yr biochemical disease free-survival of 43+/-8.3%. The 5-yr distant progression-free survival (DPFS) rate was 58.2+/-8.5% (n=19 pts with clinical progression). Pts with a PSA DT at relapse <3 mo showed a worse 5-yr DPFS compared to pts with a PSA DT >= 3mo (36.8% vs. 63.6%, p=0.029), while a trend towards significance was observed for pts with 1 vs >= 2 recurrent nodes (71.8% vs. 44.9%, p=0.089). Overall survival rate at 5-yr was 86.4+/-6.9% (2 over 4 pts died from PCa). Ten of 19 clinically relapsing pts presented a new oligometastatic progression (7 nodal/2 bone/1 combined). One patient presented a local relapse in the previously untreated prostate bed. Eight out 10 pts were treated with a new RT course, with 3 pts in complete remission at last FU. Only 2 pts presented with a CTCAE v3.0 Grade >=2 genitourinary toxicity. Conclusion ENRT combined with concomitant short-course AD is a safe and effective salvage modality for patients with oligorecurrent nodal PCa, able to better delay distant progression compared to historical series using focal SBRT. Prospective randomized studies comparing focal SBRT vs ENRT are warranted to define the best treatment strategy for oligorecurrent nodal PCa.",exclusion,Not dealing with the intervention of interest,,PM118,,,,
random-journal.pdf,ProP146,"Tran, Sebastien",2018,eng,pro.m:#2;pro.p:#2,Oligorecurrent Nodal Prostate Cancer: Long-term Results of an Elective Nodal Irradiation Approach.,"OBJECTIVES: The objective of this study was to report long-term results of elective nodal radiotherapy (ENRT) in prostate cancer (PCa) patients with oligorecurrent nodal disease after primary treatment. METHODS: Data of 53 oligorecurrent PCa patients (N1 and/or M1a) with ≤5 nodal metastases (n=108) treated with ENRT combined with androgen deprivation therapy (ADT) between 2004 and 2016 were retrospectively reviewed. Median prostate-specific antigen (PSA) and PSA doubling time (DT) were 3.4 ng/mL and 5 months, respectively. At restaging, 45% of the patients presented single nodal metastases, mainly located in the pelvis (n=38). All patients underwent ENRT between 45 and 50.4 Gy with a boost on positive nodes (median 64.4 Gy; 54 to 69 Gy) using mainly VMAT (n=24) or IMRT (n=21) techniques. Concomitant ADT was administered to all patients for a median time of 6 months. RESULTS: After a median follow-up after ENRT of 44 months (range, 2 to 133), the 5-year biochemical disease-free and distant progression-free survival (DPFS) rates were 43% and 58%, respectively, with worse DPFS observed in patients with a PSA-doubling time <3 months (36.8% vs. 63.6%; P=0.029). Seventeen of 19 clinically relapsing patients presented lesions out of the ENRT field, and 10 were again oligometastatic. Only 2 patients presented with a CTCAE v3.0 grade ≥2 genitourinary toxicity. CONCLUSIONS: ENRT combined with short-course ADT is a safe and effective salvage modality for patients with oligorecurrent nodal PCa. Prospective randomized studies comparing focal SBRT versus ENRT are warranted to define the best treatment strategy.",exclusion,Not dealing with the intervention of interest,Repetit del ProP145,PM119,10.1097/COC.0000000000000419,,,
random-journal.pdf,ProP147,"Zilli, Thomas",2020,English,pro.p,"Once-a-week or every-other-day urethra-sparing prostate cancer stereotactic body radiotherapy, a randomized phase II trial: 18 months follow-up results","BACKGROUND: To present the 18 months results from a prospective multicenter phase II randomized trial of short vs protracted urethra-sparing stereotactic body radiotherapy (SBRT) for localized prostate cancer (PCa). METHODS: Between 2012 and 2015, a total of 170 PCa patients were randomized to 36.25 Gy in 5 fractions (6.5 Gy × 5 to the urethra) delivered either every other day (EOD, arm A, n = 84) or once a week (QW, arm B, n = 86). Genitourinary (GU) and gastrointestinal (GI) toxicity (CTCAE v4.0 scale), IPSS, and QoL scores were assessed at baseline, at the 5th fraction (5fx), 12th weeks (12W), and every 6 months after SBRT. The primary endpoint was biochemical control at 18 months and grade ≥ 3 toxicity (including grade ≥ 2 for urinary obstruction/retention) during the first 3 months. RESULTS: Among the 165 patients analyzed, the toxicity stopping rule was never activated during the acute phase. Maximum acute grade 2 GU toxicity rates at 5fx were 17% and 19% for arms A and B, respectively, with only 2 cases of grade 2 GI toxicity at 5fx in arm A. At month 18, grade ≥ 2 GU and GI toxicity decreased below 5% and 2% for both arms. No changes in EORTC QLQ-PR25 scores for GU, GI, and sexual domains were observed in both arms between baseline and month 18. Four biochemical failures were observed, 2 in each arm, rejecting the null hypothesis of an unfavorable response rate ≤ 85% in favor of an acceptable ≥ 95% rate. CONCLUSIONS: At 18 months, urethra-sparing SBRT showed a low toxicity profile, with minimal impact on QoL and favorable biochemical control rates, regardless of overall treatment time (EOD vs QW).",exclusion,Not the right comparator,,,10.1002/cam4.2966,,,
