source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repeated article,inclusion/exclusion full text,Reason/s for exclusion full text,Comments full text
random-journal.pdf,LivP144,"M., Buckstein",2018,English,LIV.M:#2;LIV.P:#2,Phase II trial using combination of TACE and SBRT for unresectable single large HCC: Preliminary report,"Background and Aims: Patients with hepatocellular carcinoma (HCC) stage A not suitable for surgical therapies are first considered for local ablation. Nonetheless, objective responses and long-term results for ablation in large tumors (i.e. those >3 cm) are suboptimal. This pilot phase II trial studies combination transarterial chemoembolization (TACE) and Stereotactic Body Radiation Therapy (SBRT) for BCLC A patients with HCC from 4 to 7 cm. Method(s): Patients were eligible if they were BCLC A, Child-Pugh score <=7, had a single HCC from 4 to 7 cm, no evidence of macrovascular invasion, no evidence of metastatic disease, ECOG 0, and were not suitable for resection or liver transplantation. Treatment consisted of drug-eluting bead (DEB)-TACE at time 0 and 1 month followed by SBRT completed within 2-3 weeks following TACE. Each DEB-TACE treatment utilized 1 vial of 100-300 micron LC Beads (BTG) loaded with 50 mg of doxorubicin. SBRT was delivered from 35 to 50 Gy in 5 fractions. The primary end-point of the study was best objective response by mRECIST (measured 1 month post-treatment and every 3 months thereafter). Secondary endpoints were progression free survival (PFS), cancer specific survival (CSS), overall survival (OS) assessed using the Kaplan-Meier method. Result(s): From 2014 to 2017, 20 patients were enrolled in a single institution with a median follow of 13 months (range 1-30). Baseline patient characteristics are shown in Table 1. Every patient completed the protocol as planned except one who only received DEB-TACEx1 before SBRT.19 patients had at least one post treatment scan to assess mRECIST response (one patient lost to follow up). Best objective response in the target lesion was 95%: 74% complete response (n = 14), 21% partial response (n = 4), 0%stable disease, and 5% progression of disease (n = 1). PFS at 1 year was 66%, CSS at 1 year was 88%, and OS at 1 year was 69%. Conclusion(s): Preliminary results from this Phase II trial show very promising response rates when combining TACE + SBRT in large, unresectable HCC with excellent PFS and CSS at one year. These preliminary data are currently being confirmed in an expanded cohort. (Table Presented).",exclusion,,,,,,,
random-journal.pdf,LivP145,"R., Olson",2018,English,LIV.M:#5;LIV.P:#1,Population-based phase II trial of stereotactic ablative radiotherapy (SABR) for up to 5 oligometastases: SABR-5,"Background: Oligometastases refer to a state of disease where cancer has spread beyond the primary site, but is not yet widely metastatic, often defined as 1-3 or 1-5 metastases in number. Stereotactic ablative radiotherapy (SABR) is an emerging radiotherapy technique to treat oligometastases that require further prospective population-based toxicity estimates. Method(s): This is a non-randomized phase II trial where all participants will receive experimental SABR treatment to all sites of newly diagnosed or progressing oligometastatic disease. We will accrue 200 patients to assess toxicity associated with this experimental treatment. The study was powered to give a 95% confidence on the risk of late grade 4 toxicity, anticipating a < 5% rate of grade 4 toxicity. Discussion(s): SABR treatment of oligometastases is occurring off-trial at a high rate, without sufficient evidence of its efficacy or toxicity. This trial will provide necessary toxicity data in a population-based cohort, using standardized doses and organ at risk constraints, while we await data on efficacy from randomized phase III trials. Trial Registration: Registered through clinicaltrials.gov NCT02933242 on October 14, 2016 prospectively before patient accrual.Copyright © 2018 The Author(s).",exclusion,,,http://dx.doi.org/10.1186/s12885-018-4859-7,,,,
random-journal.pdf,LivP146,"Bryanton, M",2017,English,5 study;LIV.P:#2,Predicting lung cancer recurrence in patients within two years of curative radiotherapy via a trained machine learning algorithm,"Objectives: Develop a trained machine learning algorithm to predict recurrent lung cancer within two years of curative radiotherapy. Method(s): 571 patients diagnosed with T1a-T3N0M0 lung cancer were treated with radiotherapy between January 6, 2001 and August 8, 2014 at the Ottawa Hospital, with patient outcomes (local, regional, or distant lung cancer recurrences) tracked until October 25, 2016. 280 patients were excluded from analysis; Exclusion criteria includes patients who received radiotherapy prior to 2003, patients who did not receive a PET scan within four months of initiation of radiotherapy, and patients who died of causes other than lung cancer during the follow-up period. Of the 291 patients, segmentation was performed on 161 PET scans including the primary pulmonary lesion, up to two additional pulmonary nodules, and any hilar or mediastinal lymph nodes. Background liver, splenic and blood pool values were assessed with spherical regions of interest (ROI). Uptake within pleural or pericardial fluid was measured as an SUVmax. On the CT scan, variables included the distance of the primary lung tumour from the mediastinum/chest wall, and the length of the interface between the primary lung tumour and the mediastinum/chest wall. Binary variables included subpleural or subpericardial fat blurring, pericardial effusions, pneumothoraxes and lesions simultaneously contacting the chest wall/mediastinum. All computations were performed using R version 3.3.2. Multivariate imputation was performed using the ""mice"" package to predict missing variables, including predicted FEV1 (25.7% missing), pack years of smoking (10% missing), and weight loss (2.5% missing). All categorical variables were converted to binary dummy variables using the ""caret"" package. Right-skewed variables were log-transformed. All numeric variables were normalized to a fraction between 0 and 1. Relevant predictors were selected by random forest feature selection using the ""randomForest"" package; Clinical factors included in the machine learning algorithm include age, pack years of smoking, Eastern cooperative Oncology Group (ECOG) status, gender, Charlson Comorbidity Index (CCMI) and weight loss. Treatment parameters entered include biological equivalent dose (BED10), equivalent dose (EQD2) and the time interval between the PET/CT and initiation of radiotherapy. Of the 161 patients analyzed, 21% demonstrated recurrent cancer within two years. The 161 patients were randomly divided into a group of 106 patients to train the neural network, and 51 patients on which to test the predictions of the neural network. The neural network was created from the predictor variables within the training patient dataset using the ""neuralnet"" package. Result(s): The trained neural network was able to predict which patients would experience a recurrence within two years with a sensitivity of 60% and a positive predictive value of 69%. The neural network was also able to predict which patients would not recur within two years with a specificity of 88% and a negative predictive value of 82% for an overall accuracy of 79% (Table 1). Conclusion(s): With an accuracy of 79% in predicting two-year lung cancer recurrence post-SBRT, the neural network is effective in predicting which patient's cancer will recur within two years post-SBRT. The accuracy of the neural network would likely benefit from analyzing even greater numbers of patients in the training dataset. Furthermore, adding more predictors, such as mutation status, radiomic nodule assessment, growth rates, or more detailed radiotherapy treatment volumes may improve accuracy. Machine learning strategies will likely aid in creating patient-specific treatment plans, as accuracy continues to improve. Further research is required to determine whether machine-learning guided treatment plans could improve patient outcomes, and/or reduce health-care expenditures.",exclusion,No comparator,,,,,,
random-journal.pdf,LivP147,JPRN-UMIN000030279,2017,,LIV.M:#5;LIV.P:#5,Prediction of stereotactic body radiotherapy for liver tumor using hypoxia imaging,,exclusion,No comparator,https://upload.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000033286,,,,,
random-journal.pdf,LivP148,"Y., Yu",2019,English,5 study;LIV.M:#2;LIV.M:#3;LIV.P:#1,Predictors of early immunotherapy response in head and neck cancer: Per lesion analysis of a prospective randomized trial with nivolumab,"Background: The capacity for radiation and checkpoint inhibitors to elicit clinical responses is impacted by tumor immunogenicity and the immune microenvironment. We sought to determine whether head and neck primary site and metastatic tumor location was associated with initial response in non-irradiated lesions. Method(s): We evaluated response in 144 non-irradiated lesions from 59 patients with metastatic head and neck cancer enrolled on a phase II randomized controlled trial of nivolumab with stereotactic body radiotherapy (n=30) vs. nivolumab alone (n=29). Nivolumab was administered 3 mg/kg intravenously every 2 weeks. Radiated lesions were treated with 27 Gy / 3 fractions to a single lesion within 14 days of the first dose of nivolumab. Non-target lesion progression was defined >=30% increase in the greatest axial diameter 8 weeks after enrollment. Fisher's exact test with nested bootstrap resampling was used for univariate analysis. Logistic regression with a mixed random effects term was used for multivariate analysis. Result(s): Primary tumor site, metastatic tumor organ sites, and the unadjusted likelihood of progressive disease by site are listed in the table. On multivariate logistic regression controlling for PD-L1 status (p=0.66) and viral status (p=0.29), lymph node metastases (OR 0.79, p=0.0064) were associated with decreased risk of progression, while liver metastases (OR 1.39, p=0.014) and oral cavity primaries (OR 1.56, p=0.018) were associated with increased risk of progression at 8 weeks, using lung metastases and larynx/hypopharynx primaries as reference. Conclusion(s):Primary tumor subsite and metastasis location were predictors of response or stable disease following treatment with nivolumab. Metastases from oral cavity primaries and metastases to the liver were at increased risk of early progression. (Table Presented).",exclusion,,,10.1200/JCO.2019.37.15-suppl.6041,,,,
random-journal.pdf,LivP149,"Yu, Y",2019,English,5 study;LIV.M:#2;LIV.P:#1,Predictors of Early Response to Immunotherapy in Head and Neck Cancer: A Secondary Clinical and Radiomic Analysis of a Prospective Randomized Trial with Nivolumab,"Purpose/Objective(s): The capacity for radiation and checkpoint inhibitors to elicit clinical responses is impacted by tumor immunogenicity and the immune microenvironment. We sought to determine whether head and neck primary site and metastatic tumor location was associated with response in non-irradiated lesions. Materials/Methods: We evaluated response in 144 non-irradiated lesions from 59 patients with metastatic head and neck cancer enrolled on a phase II randomized controlled trial of nivolumab with stereotactic body radiotherapy (n=30) vs. nivolumab alone (n=29). Nivolumab was administered 3 mg/kg intravenously every 2 weeks. Radiated lesions were treated with 27 Gy / 3 fractions within 14 days of the first nivolumab dose. Non-target lesion progression was defined >=30% increase in the greatest axial diameter 8 weeks after enrollment. Fisher's exact test with nested bootstrap resampling was used for univariate analysis. Logistic regression with a mixed random effects term was used for multivariate analysis. Differences in progression-free and overall survival were evaluated using log-rank test. For patients with more than multiple lymph node or lung metastases, we evaluated whether cluDiss, radiomic model of inter-lesion heterogeneity, correlated with early response to immunotherapy. Result(s): Primary tumor site, metastatic tumor organ sites, and the unadjusted likelihood of progressive disease by site are listed in Table 1. On multivariate logistic regression controlling for PD-L1 status (p=0.66) and viral status (p=0.29), lymph node metastases (OR 0.79, p=0.0064) were associated with decreased risk of progression, while liver metastases (OR 1.39, p=0.014) and oral cavity primaries (OR 1.56, p=0.018) were associated with increased risk of progression at 8 weeks, using lung metastases and larynx/hypopharynx primaries as reference. Presence of liver metastases at trial enrollment was associated with worse progression-free (p=0.0047) and overall survival (p=0.00032). In this limited dataset, inter-lesion radiomic heterogeneity was not correlated with response to immunotherapy in either the lymph node (p=0.77) or lung radiomic datasets (p=0.61). Conclusion(s): Primary tumor subsite and metastasis location were predictors of response or stable disease following treatment with nivolumab. Metastases from oral cavity primaries and metastases to the liver were at increased risk of initial progression. [Figure presented]Copyright © 2019",exclusion,,,10.1016/j.ijrobp.2019.06.286,,,,
random-journal.pdf,LivP150,"Osmundson, Evan C",2015,eng,LIV.M:#5;LIV.P:#2,Predictors of toxicity associated with stereotactic body radiation therapy to the central hepatobiliary tract.,"PURPOSE: To identify dosimetric predictors of hepatobiliary (HB) toxicity associated with stereotactic body radiation therapy (SBRT) for liver tumors. METHODS AND MATERIALS: We retrospectively reviewed 96 patients treated with SBRT for primary (53%) or metastatic (47%) liver tumors between March 2006 and November 2013. The central HB tract (cHBT) was defined by a 15-mm expansion of the portal vein from the splenic confluence to the first bifurcation of left and right portal veins. Patients were censored for toxicity upon local progression or additional liver-directed therapy. HB toxicities were graded according to Common Terminology Criteria for Adverse Events version 4.0. To compare different SBRT fractionations, doses were converted to biologically effective doses (BED) by using the standard linear quadratic model α/β = 10 (BED10). RESULTS: Median follow-up was 12.7 months after SBRT. Median BED10 was 85.5 Gy (range: 37.5-151.2). The median number of fractions was 5 (range: 1-5), with 51 patients (53.1%) receiving 5 fractions and 29 patients (30.2%) receiving 3 fractions. In total, there were 23 (24.0%) grade 2+ and 18 (18.8%) grade 3+ HB toxicities. Nondosimetric factors predictive of grade 3+ HB toxicity included cholangiocarcinoma (CCA) histology (P<.0001), primary liver tumor (P=.0087), and biliary stent (P<.0001). Dosimetric parameters most predictive of grade 3+ HB toxicity were volume receiving above BED10 of 72 Gy (VBED1072) ≥ 21 cm(3) (relative risk [RR]: 11.6, P<.0001), VBED1066 ≥ 24 cm(3) (RR: 10.5, P<.0001), and mean BED10 (DmeanBED10) cHBT ≥14 Gy (RR: 9.2, P<.0001), with VBED1072 and VBED1066 corresponding to V40 and V37.7 for 5 fractions and V33.8 and V32.0 for 3 fractions, respectively. VBED1072 ≥ 21 cm(3), VBED1066 ≥ 24 cm(3), and DmeanBED10 cHBT ≥14 Gy were consistently predictive of grade 3+ toxicity on multivariate analysis. CONCLUSIONS: VBED1072, VBED1066, and DmeanBED10 to cHBT are associated with HB toxicity. We suggest VBED1072 < 21 cm(3) (5-fraction: V40 < 21 cm(3); 3-fraction: V33.8 < 21 cm(3)), VBED1066 < 24 cm(3) (5-fraction: V37.7 < 24 cm(3); 3-fraction: V32 < 24 cm(3)) as potential dose constraints for the cHBT when clinically indicated.",exclusion,No comparator,,10.1016/j.ijrobp.2014.11.028,,,,
random-journal.pdf,LivP151,"F., Deodato",2018,English,LIV.M:#5;LIV.P:#5,Preliminary results of a phase I trial on VMAT radiosurgery in primary or oligometastatic cancer,"Purpose or Objective To report the ongoing results of a Phase I trial testing extracranial stereotactic body radiosurgery (SBRS) delivered by volumetric intensity modulated arc therapy in primary or metastatic cancer patients Material and Methods Each enrolled patient was included in a different phase I study arm, according to tumour site and disease stage (lung, liver, bone, advanced), and sequentially assigned to a dose level established by the protocol. Acute and late toxicity, tumour response and early local control were investigated and reported Results 185 lesions in 121 consecutive patients (M/F: 72/49 median age: 69; range 40-93) were treated. Of these, 40 were primary or metastatic lung tumours, 36 were liver metastases, 66 were bone metastases, 41 lymph nodal metastases, 1 was a primary pancreatic tumours and 1 was a primary vaginal tumour. Dose prescription ranged from 12 to 30 Gy in single fraction to the Planning Target Volume. Median follow-up was 15 months (1-68). Only 1 patient had a dose limiting toxicity (grade >3). The grade 1 and 2 toxicity rate was 16.7% e 2.7% respectively (CTCAE 4.03). Overall response rate based on CT/MRI was 75.7 % (CI0.95: 68.2%-83%) with a complete response rate of 52.4% (CI0.95: 44.5%-61.7%). Actuarial local control (defined as irradiated site progression freedom) was 77.7% and 63.4% at 2 and 4 years Conclusion To date, only one patient experienced dose limiting toxicity and tumour response, local control rate and toxicity profile appear encouraging. The maximum tolerable dose has not yet been reached in any study arm. (Table Presented).",exclusion,Other study design,,,,,,
random-journal.pdf,LivP152,"M., Kim",2017,English,LIV.P:#5,Prognostic value of tumor volume and radiation dose in moderate-sized hepatocellular carcinoma: A multicenter analysis in Korea (KROG 14-17),"The purpose of this study is to investigate the prognostic value of tumor volume and radiation dose for predicting treatment outcomes in moderate-sized hepatocellular carcinoma (HCC).A total of 72 patients with unresectable HCC ranging in size from 5 to 10 cm were treated with high-dose radiotherapy including hypofractionated radiotherapy (HRT) and stereotactic body radiotherapy (SBRT), in 3 institutions from 2003 to 2013. The HRT doses ranged from 33 to 60 Gy in 3 to 10 fractions. The primary endpoint was local progression-free survival (PFS); the secondary endpoints were overall PFS, overall survival (OS), and treatment toxicity.The median follow-up period after radiotherapy was 12.8 months. The local PFS rates at 1 and 2 years were 57.0% and 39.0%, respectively, with a median of 13.6 months. The OS rates at 1 and 2 years were 70.1% and 45.2%, respectively, with a median of 21.1 months. A gross tumor volume (GTV) of 214 cm and a total dose of 105 Gy10 were identified as the optimal cutoff values of radiotherapeutic factors for local PFS. Patients with GTV <= 214 cm and total dose >105 Gy10 had significant higher 2-year local PFS and OS than patients with GTV >214 cm and total dose <= 105 Gy10 (P = .020 for local PFS, P = .009 for OS).The optimal cutoff values of GTV <= 214 cm and total dose >105 Gy10 may be useful for predicting survival outcomes when treating moderate-sized HCC with high-dose radiotherapy.",inclusion,,Hypofractionated vs SBRT,http://dx.doi.org/10.1097/MD.0000000000007202,,,,
random-journal.pdf,LivP153,"D.E., Long",2019,English,LIV.P:#2,Prospective trial of functional liver image-guided hepatic therapy (FLIGHT) with hepatobiliary iminodiacetic acid (HIDA) scans and update of institutional experience,"Background: Functional liver image-guided hepatic therapy (FLIGHT) is a novel stereotactic body radiation therapy (SBRT) planning technique. A functional map, generated from hepatobiliary iminodiacetic acid (HIDA) scans, is used to maximize the functional residual capacity of liver receiving < 15 Gy (FRC HIDA). We present initial results of a prospective trial evaluating FLIGHT vs standard planning and update our institutional experience. Method(s): Eligible patients were >= 18 yo with 1 or 2 liver malignancy and Child-Pugh <= B7. Liver function was assessed with HIDA and blood chemistry at baseline, mid-treatment, and 3, 6, and 12 months post SBRT. Both standard and FLIGHT (optimized to avoid high functioning liver) plans were generated for each patient. Treating MDs were blinded to planning technique before selecting the treatment plan. The primary endpoint was to show > 5% increase in FRC HIDA in 3/15 pts. Secondary endpoints included the rate FLIGHT plans were selected and changes in HIDA and other liver function tests. Prior institutional experience included 27 pts with FLIGHT planned retrospectively. Paired ttest was used to compare dosimetric endpoints for FLIGHT vs. standard plans, including: FRC HIDA, mean liver dose, effective uniform dose (EUD), and functional EUD (FEUD). Result(s): Fifteen pts were enrolled. The primary endpoint was met, as 4/15 pts had > 5% improvement in FRC HIDA (mean 5.2%, range 2.3-19.8%). Notably, the FLIGHT plan was selected in 11/15. The mean improvements in FRC HIDA (5.2 vs 5.0%), mean liver dose (11.9 vs. 13.0%), EUD (5.1 vs 5.2%), and FEUD (6.9 vs 7.1%) were similar between prospective and retrospective cohorts (p > 0.5). In the entire cohort (n = 42), FLIGHT improved FRC HIDA, mean liver dose, EUD, and FEUD (p <= 0.001). There were > 5% improvements in FRC HIDA in 15, mean liver dose in 31, EUD in 19, and FEUD in 27. Conclusion(s): FLIGHT with HIDA led to improvements in all analyzed dosimetric parameters. The extent of benefit was similar in both cohorts, and there was individual variation in the extent of benefit. Longer follow-up is required to determine the effect of FLIGHT on postSBRT liver function.",exclusion,No comparator,,,,,,
random-journal.pdf,LivP152,"M., Kim",2017,English,LIV.P:#5,Prognostic value of tumor volume and radiation dose in moderate-sized hepatocellular carcinoma: A multicenter analysis in Korea (KROG 14-17),"Background: Following Stereotactic Body RadioTherapy (SBRT) targeting prostate cancer (PCa) oligometastasis, a tumor response assessed by PSA decrease is observed in a majority of case. To increase this tumor response, immune targeting agents can be combined with SBRT We hypothesize that the anti-PDLI agent Durvalumab will enhance immune response following SBRT targeting oligometastatic lesions. In this multicenter randomized phase II trial, we therefore propose to assess the comparative efficacy of SBRT with or without Durvalumab (MEDI4736) in oligometastatic recurrent hormone sensitive prostate cancer patients. Method(s): Patients with PCa were eligible if they had a biochemical recurrence following treatment with curative intent, with a maximum of 5 bone or lymph node metastases, seen only on FCH-PET CT or Ga-PSMA PET CT, not seen on conventional imaging assessments (bone scan or thorax, abdomen and pelvis CT scan). Main exclusion criteria are serum testosterone level < 8.5 nmol/ml, PSA doubling time less than 6 months, lung, brain, liver or other visceral metastases, any prior immune therapy. Patients were randomly assigned (2:1) to either SBRT + Durvalumab, or SBRT alone, with a stratification by investigation center, and number of metastases (1 vs 2-5). Durvalumab (1500 mg/cycle) will be started one month prior to SBRT to be able to evaluate PSA and immune response to the drug. It will be combined with SBRT (3x 9 or 3 x 11 Gy) and then given adjuvantly until progression with a maximum of 12 months. Ninety-six patients will be recruited in 15 centers over a recruitment period of 2.5 years. The primary endpoint is two-year Progression-free survival. Secondary objectives include quality of life, androgen deprivation therapy free survival, prostate cancer specific survival, overall survival, time to first symptomatic event, acute and late toxicity. Patients in both groups will be observed for PSA progression every 3 months after random assignment, with confirming imaging at PSA progression.",exclusion,Wrong intervention and comparator,,http://dx.doi.org/10.1200/JCO.2019.37.15-suppl.TP5088,,,,
random-journal.pdf,LivP155,"L., Dover",2016,English,LIV.M:#2;LIV.P:#2,Protocol rad 0902: A pilot study of transarterial chemoembolization followed by stereotactic radiation therapy for locally advanced hepatocellular carcinoma,"Purpose/Objective(s): Transarterial chemoembolization (TACE) is currently the standard of care for unresectable hepatocellular carcinoma (HCC) with a median survival of 20 months recently reported at our institution. This pilot study evaluates the addition of stereotactic radiation therapy (SRT) following TACE in unresectable HCC patients with primary endpoints of tolerability and local tumor control. Materials/Methods: Patients with a single HCC lesion 3-8 cm, 3 lesions none over 5 cm, or lesions <3 cm in unfavorable locations were eligible following at least one TACE procedure. Multidisciplinary review of post-TACE imaging deemed all patients ineligible for transplantation or surgical resection at time of enrollment. SRT was delivered within 45 days of enrollment to a dose of 45 Gy in 3 fractions utilizing image-guidance on a linear accelerator. Between 2009 and 2014, 17 patients were treated on protocol (PC, protocol cohort) and 24 patients were treated per protocol though failed to meet inclusion criteria (OPC, off protocol cohort). All OPC exclusions were due to large tumor size and/or location, medical comorbidity or history of previous malignancy. Characteristics between cohorts were compared with T-test, Wilcoxon test, or Fisher's exact test when appropriate. Median time to intrahepatic tumor progression (TTP), median survival (MS) and overall survival (OS) were evaluated using the Kaplan-Meier method and log-rank test. Result(s): There were no significant differences in age, race, time to initial TACE, or total TACE procedures between the PC and OPC. Mean tumor size in the PC was 4.6 cm and in the OPC was 5.1 cm (P = 0.652). Median intervals between TACE and SRT completions were 69.5 days and 89 days for the PC and the OPC (P = 0.063). No patient experienced > grade 2 acute toxicity. Intrahepatic recurrences occurred in 7/17 (41.2%) PC patients and 6/24 (25%) OPC patients (P = 0.273) with 2 and 4 in-field recurrences, respectively. TTP was 30 months among the PC and was not reached among the OPC (P = 0.391). No patient had isolated distant metastasis at time of first recurrence. OS for the PC and the OPC was 82.3% and 29.2%, respectively, with a median follow-up of 27.7 and 20.1 months. MS was 28.9 months for the OPC and was not reached for the PC (P = 0.046). A total of 7 patientsd3 in the PC (17.7%) and 4 in the OPC (16.7%)dwere successfully down-staged for curative liver transplantation with no evidence of active tumor at the SRT site on explant pathology. Conclusion(s): Combination of TACE followed by SRT is well-tolerated and demonstrates excellent local tumor control and MS as compared to our institution's historical outcomes with TACE alone. This held true among both highly-selected patients as well as those with suboptimal performance statuses and tumor sizes, with a substantial number of patients treated both on and off protocol successfully down-staged for curative transplantation. TACE followed by SRT as definitive therapy for unresectable HCC merits further investigation in larger clinical trials.",exclusion,No comparator,,http://dx.doi.org/10.1016/j.ijrobp.2016.06.347,,,,
random-journal.pdf,LivP156,"Helou, Joelle",2018,eng,LIV.M: #5;LIV.M:#5*;LIV.P:#1,Quality of life changes after stereotactic ablative radiotherapy for liver metastases: A prospective cohort analysis.,"PURPOSE: To report the changes in quality of life (QoL) after stereotactic ablative radiotherapy (SABR) in patients with liver metastases (LM). MATERIALS AND METHODS: A prospective cohort study was undertaken to measure the acute changes in QoL after SABR. Patients with 1-3 treated LM were eligible. Doses of 30-60 Gy in 3-5 fractions were delivered. Prospective QoL was measured using the European Organization for Research and Treatment of Cancer Quality of Life Questionnaires, Core 15 for Palliative Care (EORTC QLQ-C15-PAL) and liver metastases (LM21), at baseline, 1st week and last day of treatment, then 1, 6 and 12 weeks after SABR. The functional living index-emesis (FLIE) was collected at baseline, 1st week, last day and 1 week after treatment. Univariable and multivariable linear mixed modeling were performed as appropriate to assess changes in QoL over time. RESULTS: Sixty patients were included. The most common primary cancer was colorectal (42%). The global health score measured by QLQ-C15-PAL was significantly worse at treatment completion (p = 0.001), 1 week (p = 0.003) and 6 weeks (p = 0.002) after SABR but recovered by 12 weeks (p = 0.124). Nausea and constipation were worse at treatment completion (p < 0.05) but recovered 1 week after while fatigue recovered 6 weeks post-SABR. The majority of patients reported stable QoL at 12 weeks for all domains in the C15-PAL and LM21 questionnaires. CONCLUSION: SABR offers a non-invasive mean of ablating LM with minimal impact on acute QoL.",exclusion,No comparator,,10.1016/j.radonc.2018.09.011,,,,
random-journal.pdf,LivP157,"Trovo, M",2017,,LIV.M:#5;LIV.P:#1,Radical radiation therapy for oligometastatic breast cancer: results of a prospective phase II trial,"Background and purpose: We conducted a prospective phase II multicentric trial to determine if radical radiation therapy to all metastatic sites might improve the progression‐free survival (PFS) in oligometastatic breast cancer patients. Secondary endpoints were local control (LC), overall survival (OS) and toxicity. Methods and materials: Inclusion criteria were the following: oligometastatic breast cancer with <=5 metastatic sites, FDG‐PET/CT staging, no brain metastases, primary tumor controlled. Radiotherapy could be delivered using stereotactic body radiotherapy (SBRT) technique or fractionated intensity modulated radiotherapy (IMRT). SBRT consisted of 30‐45. Gy in 3 fractions, while IMRT was delivered to a total dose of 60. Gy in 25 fractions. We hypothesized that radical radiation therapy could increase the PFS from 30% (according to the published literature) to 50% at two years. Results: 54 Patients with 92 metastatic lesions were enrolled. Forty‐four were treated with SBRT, and 10 with IMRT. Forty‐eight (89%) patients received a form of systemic therapy concomitantly to radiation therapy. Sites of metastatic disease were the following: bones 60 lesions, lymph nodes 23 lesions, lung 4 lesions, liver 5 lesions. After a median follow‐up of 30. months (range, 6‐55. months), 1‐ and 2‐year PFS was 75% and 53%, respectively. Two‐year LC and OS were 97% and 95%, respectively. Radiation therapy was well tolerated, and no Grade >=3 toxicity was documented. Grade 2 toxicity were pain and fatigue in 2 cases. Conclusions: Patients with oligometastatic breast cancer treated with radical radiotherapy to all metastatic sites may achieve long‐term progression‐free survival, without significant treatment‐related toxicity. While waiting for data from randomized trials, the use of radical radiation therapy to all metastatic sites in patients with oligometastatic breast cancer should be considered a valuable option, and its recommendation should be individualized. Copyright © 2017 Elsevier B.V.",inclusion,,,10.1016/j.radonc.2017.08.032,,,,
random-journal.pdf,LivP158,"Trovo, Marco",2018,eng,LIV.M:#5;LIV.P:#1,Radical radiation therapy for oligometastatic breast cancer: Results of a prospective phase II trial.,"BACKGROUND AND PURPOSE: We conducted a prospective phase II multicentric trial to determine if radical radiation therapy to all metastatic sites might improve the progression-free survival (PFS) in oligometastatic breast cancer patients. Secondary endpoints were local control (LC), overall survival (OS) and toxicity. METHODS AND MATERIALS: Inclusion criteria were the following: oligometastatic breast cancer with ≤5 metastatic sites, FDG-PET/CT staging, no brain metastases, primary tumor controlled. Radiotherapy could be delivered using stereotactic body radiotherapy (SBRT) technique or fractionated intensity modulated radiotherapy (IMRT). SBRT consisted of 30-45Gy in 3 fractions, while IMRT was delivered to a total dose of 60Gy in 25 fractions. We hypothesized that radical radiation therapy could increase the PFS from 30% (according to the published literature) to 50% at two years. RESULTS: 54 Patients with 92 metastatic lesions were enrolled. Forty-four were treated with SBRT, and 10 with IMRT. Forty-eight (89%) patients received a form of systemic therapy concomitantly to radiation therapy. Sites of metastatic disease were the following: bones 60 lesions, lymph nodes 23 lesions, lung 4 lesions, liver 5 lesions. After a median follow-up of 30months (range, 6-55months), 1- and 2-year PFS was 75% and 53%, respectively. Two-year LC and OS were 97% and 95%, respectively. Radiation therapy was well tolerated, and no Grade ≥3 toxicity was documented. Grade 2 toxicity were pain and fatigue in 2 cases. CONCLUSIONS: Patients with oligometastatic breast cancer treated with radical radiotherapy to all metastatic sites may achieve long-term progression-free survival, without significant treatment-related toxicity. While waiting for data from randomized trials, the use of radical radiation therapy to all metastatic sites in patients with oligometastatic breast cancer should be considered a valuable option, and its recommendation should be individualized.",inclusion,,,10.1016/j.radonc.2017.08.032,,,,
