source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num,Repetit,Full text,Reason for exclusion
random-journal.pdf,ProM110,"Hardcastle, Nicholas",2019,eng,pro.m,NaF PET/CT for response assessment of prostate cancer bone metastases treated with single fraction stereotactic ablative body radiotherapy.,"INTRODUCTION: In prostate cancer patients, imaging of bone metastases is enhanced through the use of sodium fluoride positron emission tomography ((18)F-NaF PET/CT). This imaging technique shows areas of enhanced osteoblastic activity and blood flow. In this work, (18)F-NaF PET/CT was investigated for response assessment to single fraction stereotactic ablative body radiotherapy (SABR) to bone metastases in prostate cancer patients. METHODS: Patients with bone metastases in a prospective trial treated with single fraction SABR received a (18)F-NaF PET/CT scan prior to and 6 months post-SABR. The SUV(max) in the tumour was determined and the difference between before and after SABR determined. The change in uptake in the non-tumour bone was also measured as a function of the received SABR dose. RESULTS: Reduction in SUV(max) was observed in 29 of 33 lesions 6 months after SABR (mean absolute decrease in SUV(max) 17.7, 95% CI 25.8 to - 9.4, p = 0.0001). Of the three lesions with increased SUV(max) post-SABR, two were from the same patient and located in the vertebral column. Both were determined to be local progression in addition to one fracture. The third lesion (in a rib) was shown to be controlled locally but suffered from a fracture at 24 months. Progression adjacent to the treated volume was observed in two patients. The non-tumour bone irradiated showed increased loss in uptake with increasing dose, with a median loss in uptake of 23.3% for bone receiving 24 Gy. CONCLUSION: (18)F-NaF PET/CT for response assessment of bone metastases to single fraction SABR indicates high rates of reduction of osteoblastic activity in the tumour and non-tumour bone receiving high doses. The occurrence of marginal recurrence indicates use of larger clinical target volumes may be warranted in treatment of bone metastases. TRIAL REGISTRATION: POPSTAR, 'Pilot Study of patients with Oligometastases from Prostate cancer treated with STereotactic Ablative Radiotherapy', Universal Trial Number U1111-1140-7563 , Registered 17th April 2013.",exclusion,Other tumor treated (skeletal),,10.1186/s13014-019-1359-0,,,
random-journal.pdf,ProM111,"G., Habl",2017,English,pro.m:#5,Oligometastases from Prostate Cancer: Local treatment with stereotactic body radiotherapy (SBRT),"Introduction: The impact of local tumor ablative therapy in oligometastasized prostate cancer (PC) is still under debate. To gain data for this approach, we evaluated oligometastasized PC patients receiving stereotactic body radiotherapy (SBRT) to bone metastases. Methods and Materials: In this retrospective study, 15 oligometastasized PC patients with a total of 20 bone metastases were evaluated regarding biochemical progression-free survival (PSA-PFS), time to initiation of ADT, and local control rate (LCR). Five patients received concomitant androgen deprivation therapy (ADT). Result(s): The median follow-up after RT was 14.5 months (range 0.1- 48 months). The median PSA-PFS was 6.9 months (range 1.1-28.4 months). All patients showing a decrease of PSA level after RT of at least factor 10 reveal a PSA-PFS of >12 months. Median PSA-PFS of this sub-group was 23.1 months (range 12.1-28.4 months). One local recurrence was observed after 28.4 months resulting in an actuarial 2-year- and 3-year-LCR of 100% and 75%. The time to initiation of ADT in patients treated without ADT was 9.9 months (range 2.6-36.1 months). Including all patients, the time to intensification of systemic therapy or the time to initiation of ADT, respectively, increased from 9.9 to 12.0 months (range 2.6-36.1 months). Gleason-Score, ADT or the localization of metastasis had no impact on PFS or time to intensification of systemic therapy. No SBRT related acute or late toxicities were observed. Conclusion(s): We could show that SBRT of bone metastases is a highly effective therapy with an excellent risk-benefit profile. However, PFS was limited due to a high distant failure rate indicating the difficult patient assessment for this oligometastasis concept. With SBRT, radiation oncology can offer high local cancer control rates in bone oligometastases of prostate cancer and should be evaluated in such specific clinical situation with the aim of curation or to delay conversion of systemic treatment.",exclusion,Other tumor treated (skeletal),,http://dx.doi.org/10.1007/s00066-017-1137-6,,,
random-journal.pdf,ProM112,"Habl, Gregor",2017,eng,pro.m:#5,Oligometastases from prostate cancer: local treatment with stereotactic body radiotherapy (SBRT).,"BACKGROUND: The impact of local tumor ablative therapy in oligometastasized prostate cancer (PC) is still under debate. To gain data for this approach, we evaluated oligometastasized PC patients receiving stereotactic body radiotherapy (SBRT) to bone metastases. METHODS: In this retrospective study, 15 oligometastasized PC patients with a total of 20 bone metastases were evaluated regarding biochemical progression-free survival (PSA-PFS), time to initiation of ADT, and local control rate (LCR). Three patients received concomitant androgen deprivation therapy (ADT). RESULTS: The median follow-up after RT was 22.5 months (range 7.0-53.7 months). The median PSA-PFS was 6.9 months (range 1.1-28.4 months). All patients showing a decrease of PSA level after RT of at least factor 10 reveal a PSA-PFS of >12 months. Median PSA-PFS of this sub-group was 23.1 months (range 12.1-28.4 months). Local PFS (LPFS) after 2 years was 100%. One patient developed a local failure after 28.4 months. Median distant PFS (DPFS) was 7.36 months (range 1.74-54.34 months). The time to initiation of ADT in patients treated without ADT was 9.3 months (range 2.6-36.1 months). In all patients, the time to intensification of systemic therapy or the time to initiation of ADT increased from 9.3 to 12.3 months (range 2.6-36.1 months). Gleason-Score, ADT or the localization of metastasis had no impact on PFS or time to intensification of systemic therapy. No SBRT related acute or late toxicities were observed. CONCLUSION: Our study shows that SBRT of bone metastases is a highly effective therapy with an excellent risk-benefit profile. However, PFS was limited due to a high distant failure rate implying the difficulty for patient selection for this oligometastatic concept. SBRT offers high local cancer control rates in bone oligometastases of PC and should be evaluated with the aim of curation or to delay modification of systemic treatment.",exclusion,Other tumor treated (skeletal),,10.1186/s12885-017-3341-2,,,
random-journal.pdf,ProM113,"Milano, Michael T",2020,eng,5 study;pro.m:#5;pro.p:#5,Oligometastases: history of a hypothesis.,"The term oligometastases represents a clinical state of metastatic disease that is limited in the number of metastatic sites and extent of disease, and amenable to metastasis-directed surgical or ablative therapy. While metastasis-directed approaches are used for palliation, the primary goal of such treatment for patients with oligometastases is to prolong survival and the duration of cancer control. Metastasis-directed therapy, for patients with limited number of metastatic sites, has been practiced for decades, dating back to the era before chemotherapy was widely used. Systemic therapy has become the accepted standard of care for metastatic disease. And while not curative for most solid cancers, systemic therapy can delay cancer progression, prolong life, and maintain or improve quality of life, albeit often at the expense of toxicities which can adversely impact quality of life. From the 1960s to 1980s, prominent physicians questioned whether metastasis-directed resection or radiotherapy could potentially be curative treatment approaches. In 1995, Drs. Hellman and Weichselbaum wrote an editorial that coined the term ""oligometastases"" and refined the hypothesis of metastasis-directed surgical and radiotherapeutic treatments as potentially curative for select patients. Their article was the first to explicitly describe the clinical state of metastases existing along a spectrum, with a spectrum of behaviors (ranging from indolent disease confined to limited sites to widespread disease) and, therefore, a spectrum of potential treatments. In the ensuing decades, there were rapid technologic advancements in radiotherapy, including stereotactic body radiation therapy (SBRT), which facilitated delivery of ablative doses of radiation to precisely and accurately targeted tumors. SBRT has been considered an optimal non-surgical approach to treat oligometastases, allowing for definitive-dose delivery and for targeting accuracy that minimizes normal tissue radiation exposure. In the early 2000s, many institutions began publishing prospective studies demonstrating favorable outcomes in patients with oligometastases treated with SBRT. Not answered in these single-arm studies was whether patients generally fared better than expected due to selection of patients with relatively indolent disease, or from metastasisdirected treatment. There is also a potential for immortal time bias with non-randomized comparisons. However, recent randomized phase II studies have suggested that SBRT for oligometastases is associated with improved survival outcomes. Phase III studies, many specific for certain cancers (i.e., breast, prostate or lung cancers) are accruing. Future work will be needed to identify which patients are most apt to benefit from metastasis-directed therapy; in addition to clinical factors, host and/or tumor genomics may prove to be prognostic. Metastasis-directed therapy may become more important with improvements in systemic therapy in controlling micrometastatic disease. Incorporating immunotherapy with SBRT may also be a promising approach, with SBRT perhaps augmenting the immune response. As personalized medicine evolves, patients with oligometastases will be better served. The history of oligometastases will continue to unfold.",exclusion,review,Llegir text complert per info sobre oligometastasis i referències sobre RCTs,http://dx.doi.org/10.21037/apm.2020.03.31,ProP141,,
random-journal.pdf,ProM114,"S., Sridharan",2016,English,#1;pro.m,Oligometastatic bone disease in prostate cancer patients treated on the TROG 03.04 RADAR trial,"Background It remains unclear whether eradication of oligometastases by stereotactic body radiation therapy or other means will result in cure or prolongation of survival in some cases, or merely provide palliation. We address this issue with prospectively collected progression and treatment data from the TROG 03.04 RADAR randomised controlled trial for men with locally advanced prostate cancer (PC). Methods Three Fine and Gray competing risk survival models with time-dependent covariates were used to determine whether metastatic progression status at first diagnosis of bony metastases, i.e. number of bony sites involved and presence of prior or simultaneous other sites of progression, impacts on prostate cancer-specific mortality (PCSM) when adjusted for baseline prognostic factors and allocated primary treatment. Results Between 2003 and 2014, 176 of the 1071 subjects developed bone metastases, 152 developed other sites of progression and 91 died of PC. All subjects received secondary treatment using androgen suppression but none received extirpative treatments. The three models found evidence: 1 - of a clear prognostic gradient according to number of bony metastatic sites; 2 - that other sites of progression contributed to PCSM to a lesser extent than bone progression; and 3 - that further bony metastatic progression in men with up to 3 bony metastases had a major impact on PCSM. Conclusion Randomised trials are essential to determine the value of extirpative treatment for oligometastatic bony metastases due to PC.Copyright © 2016 Elsevier Ireland Ltd",exclusion,Other tumor treated,,http://dx.doi.org/10.1016/j.radonc.2016.07.021,ProP142,,
random-journal.pdf,ProM115,"Lancia, Andrea",2017,eng,*;1 population;pro.m,Oligometastatic cancer: stereotactic ablative radiotherapy for patients affected by isolated body metastasis.,"BACKGROUND: To evaluate the outcome of patients affected by a single isolated body metastasis treated with stereotactic body radiotherapy (SBRT). MATERIAL AND METHODS: Seven-eight patients were treated with SBRT for isolated body metastasis. The most frequent primary tumor was prostate cancer (28.2%), followed by colorectal cancer (23.1%) and lung cancer (20.5%). Median age at diagnosis of oligometastatic disease was 70 years (range 47-88). Median Karnofsky Performance Status (KPS) was 90 (range 70-100). The most common SBRT fractionation scheme was 5 _ 7 Gy (total dose 35 Gy). Response to radiotherapy was determined according to RECIST criteria v1.1. Toxicity was registered according to Common Terminology Criteria for Adverse Events (CTCAE) v4.0. The survival analysis was performed with the Kaplan-Meier method. The correlation between time actuarial incidence and clinical parameters was studied, and the Kaplan-Meier method of log-rank test was applied. RESULTS: With a median follow-up of 22.68 months, local control was achieved in 89.7% of the cases. The two-year overall survival (OS) and progression-free survival (PFS) were 68% and 42%, respectively. On univariate analysis, KPS ≥80 is predictive for improved OS (p = .001) and PFS (p = .001). Acute toxicity of grade ≥2 occurred in eight (10.2%) patients and late grade ≥2 toxicity in five (6.4%) patients. CONCLUSIONS: Ablative radiotherapy in 'early oligometastatic state' is a safe, effective and minimally invasive treatment modality. A good performance status (KPS ≥80) seems to influence the clinical outcome.",exclusion,Other study design + no comparator,,10.1080/0284186X.2017.1346383,ProP143,,
random-journal.pdf,ProM116,"H., Malik",2020,English,pro.m:#5,Oligometastatic disease: An emerging concept in oncology,"Purpose OGM breast cancer case report and increase awareness on the use of locoregional therapies (LRT) in metastatic cancer. Methods Review of Electronic Health Records and medical literature Results A 46-year old presented with pain in her right axilla. She was diagnosed with triple negative breast cancer (TNBC) in 2008 treated with surgery (SRG), radiation (XRT) and chemotherapy (CTX). She recurred in the axilla in 2014 treated with SRG and CTX, in the chest wall in 2016 treated with CTX and XRT and with an unresectable chest wall mass in 2018. Due to prior XRT she was considered at high risk for tissue necrosis with additional XRT. She received chest wall cryoablation (CAB) x 2 with symptom resolution. Pain remained under control for 8 months. Metastatic TNBC (mTNBC) is an incurable disease. CTX is the cornerstone of treatment with goals of improving survival and palliation. Median survival (MS) is 2 years. Second line CTX has modest activity with response <20% and time to tumor progression <6 months. XRT and SRG are reserved for symptomatic or non-responsive disease. OGM cancer is an emerging concept, in which some metastatic tumors remain locoregionally confined while others are widely disseminated. It was not until recently that this concept is taking more relevance. RNA analysis shows that oligo- and poly- metastases are distinct entities. OGM tumors may benefit from LRT which include stereotactic body radiation (SBRT), minimally invasive SRG or ablation. Ablation may be achieved by heat (radiofrequency, microwave and laser), or by the use of CAB which cools tissue to <-40degreeC producing tissue necrosis. CAB can be used in the treatment of bone lesions, renal masses, lung, prostate and breast tumors. Recent data supports the use of LRT in patients with OGM cancer. The SABR-COMET phase II randomized trial reported a MS of 28 months for systemic therapy alone vs 41 months with the addition of SBRT (Lancet 2019). A phase II/III trial is underway in OGM breast cancer. Conclusions This case is an example of OGM TNBC with survival >6 years. The use of local therapies probably contributed to her survival. This case also exemplifies the value of CAB in treating recurrent tumors, particularly when other techniques, such as SRG or XRT are not appropriate.",exclusion,Case-report,,http://dx.doi.org/10.1136/jim-2020-SRM.201,,,
random-journal.pdf,ProM117,"C., Artigas",2017,English,pro.m,Oligometastatic Prostate Cancer radiotherapy treatment based on 68Ga-PSMA PET/CT: preliminary results,"Introduction and Aim: Oligometastatic disease in patients with prostate cancer (PCa) biochemical relapse (BCR) after primary treatment with curative intent is defined as the presence of up to 3 metastatic sites. Treating those lesions with stereotactic body radiotherapy (SBRT) has been demonstrated to increase disease free survival in a safe way, delaying androgen deprivation therapy for more than 2 years. However, those studies have been performed staging patients with Choline-PET. Our hypothesis is that these results can be improved using 68Ga-PSMA PET/ CT, which has demonstrated better accuracy in patients with BCR at low PSA levels, where the probability of oligometastatic disease is higher . The aim of this communication was to assess the efficacy of SBRT based on 68Ga-PSMA PET/CT in patients with BCR. Material(s) and Method(s): This is a retrospective analysis of a monocentric cohort of PCa patients diagnosed with oligometastatic disease based on 68Ga-PSMA PET/CT findings and treated with RT. Inclusion criteria were: histologically proven PCa, BCR after local treatment with curative intent (surgery, radiotherapy or both) and 3 or less metastatic lesions. Number and localization of metastatic sites where registered. MRI and CT coregistration were used for SBRT planning. In order to evaluate its efficacy , biochemical response was defined as a decrease of >50% of PSA (PSA50) measured at 1 and 4 months after SBRT. Patients were followed-up until progression. Result(s): From a total cohort of 45 patients treated with RT based on 68Ga -PSMA PET/ CT results, 15 met the inclusion criteria. Median PSA value at the time of the scan was 2.06ng/ml. A total of 22 PSMA positive lesions were treated: 13/22 (59%) lymph nodes, 6/22 (27%) bone lesions and 3/22 (14%) lung lesions. Only 1/15 (7%) patients had a biochemical response (PSA50) at 1 month while 8/11 (73%) patients presented a biochemical response at 4 months of follow- up . At the moment of this communication 4 patients are still responding at 1 year follow-up with no androgen deprivation therapy needed. Conclusion(s): Retrospective study preliminary results suggest SBRT based on 68Ga -PSMA PET/CT to be an effective treatment in patients with PCa oligometastatic disease. Biochemical response seems to be uncomplete at 1 month and should therefore be evaluated at earliest 4 months after SBRT. Future studies measuring outcome of SBRT based on 68Ga -PSMA PET/CT should be confronted to those using other imaging techniques.",exclusion,Other study design + no comparator,,http://dx.doi.org/10.1007/s00259-017-3822-1,ProP144,,
random-journal.pdf,ProM118,"S., Tran",2017,English,pro.m,Oligorecurrent nodal prostate cancer: Longterm results of an elective nodal irradiation approach,"Purpose or Objective The best strategy to irradiate oligorecurrent nodal prostate cancer (PCa) remains debated with both elective nodal radiotherapy (ENRT) and SBRT considered valid alternatives. Aim of this study is to report long-term results of ENRT in PCa patients (pts) with oligorecurrent nodal disease after primary treatment. Material and Methods Data of 53 oligorecurrent PCa pts (N1 and/or M1a) with <= 5 nodal metastases (n=108) treated with ENRT combined with androgen deprivation (AD) between 2004 and 2016 were retrospectively reviewed. Median age and PSA at diagnosis were 62 yrs (range, 47-77) and 8.6 ng/ml (range, 3.4-92.9 ng/ml), respectively. The primary treatment was RT, radical prostatectomy (RP), RP + postoperative RT and RT + salvage RP in 9 (17%), 23 (43%), 20 (38%) and 1 (2%) pts, respectively. At recurrence (median time after primary treatment of 34 mo, range 2-129 mo), all but one patient were re-staged with 18F-choline PET-CT studies. Median PSA and PSA doubling time (DT) were 3.4 ng/ml (0.2-48.9 ng/ml) and 5 mo (range, 1-35 mo), respectively. At restaging, 45.3% (n=24) of the pts presented a single nodal metastasis, while 2, 3, 4 and 5 nodal metastases were found in 30% (n=16), 7.5% (n=4), 9.5% (n=5) and 7.5% (n=4) of the pts, respectively. Recurrences were mainly located in the pelvis (n=38). A combined N1 and M1a oligorecurrence or extrapelvic nodal progression (M1a) was observed in 10 and 5 pts, respectively. All pts underwent ENRT between 45 and 50.4 Gy with a boost on positive nodes (median 64.4 Gy, 54-69 Gy) using mainly VMAT (n=24) or IMRT (n=21) techniques. Concomitant AD was administered to all pts for a median time of 6mo (range, 3-30 mo). Results After a median follow-up (FU) after ENRT of 44 mo (range, 2-133), 27 pts (51%) showed PSA progression, with a 5-yr biochemical disease free-survival of 43+/-8.3%. The 5-yr distant progression-free survival (DPFS) rate was 58.2+/-8.5% (n=19 pts with clinical progression). Pts with a PSA DT at relapse <3 mo showed a worse 5-yr DPFS compared to pts with a PSA DT >= 3mo (36.8% vs. 63.6%, p=0.029), while a trend towards significance was observed for pts with 1 vs >= 2 recurrent nodes (71.8% vs. 44.9%, p=0.089). Overall survival rate at 5-yr was 86.4+/-6.9% (2 over 4 pts died from PCa). Ten of 19 clinically relapsing pts presented a new oligometastatic progression (7 nodal/2 bone/1 combined). One patient presented a local relapse in the previously untreated prostate bed. Eight out 10 pts were treated with a new RT course, with 3 pts in complete remission at last FU. Only 2 pts presented with a CTCAE v3.0 Grade >=2 genitourinary toxicity. Conclusion ENRT combined with concomitant short-course AD is a safe and effective salvage modality for patients with oligorecurrent nodal PCa, able to better delay distant progression compared to historical series using focal SBRT. Prospective randomized studies comparing focal SBRT vs ENRT are warranted to define the best treatment strategy for oligorecurrent nodal PCa.",exclusion,Not dealing with the intervention of interest,,,ProP145,,
random-journal.pdf,ProM119,"Tran, Sebastien",2018,eng,pro.m:#2;pro.p:#2,Oligorecurrent Nodal Prostate Cancer: Long-term Results of an Elective Nodal Irradiation Approach.,"OBJECTIVES: The objective of this study was to report long-term results of elective nodal radiotherapy (ENRT) in prostate cancer (PCa) patients with oligorecurrent nodal disease after primary treatment. METHODS: Data of 53 oligorecurrent PCa patients (N1 and/or M1a) with ≤5 nodal metastases (n=108) treated with ENRT combined with androgen deprivation therapy (ADT) between 2004 and 2016 were retrospectively reviewed. Median prostate-specific antigen (PSA) and PSA doubling time (DT) were 3.4 ng/mL and 5 months, respectively. At restaging, 45% of the patients presented single nodal metastases, mainly located in the pelvis (n=38). All patients underwent ENRT between 45 and 50.4 Gy with a boost on positive nodes (median 64.4 Gy; 54 to 69 Gy) using mainly VMAT (n=24) or IMRT (n=21) techniques. Concomitant ADT was administered to all patients for a median time of 6 months. RESULTS: After a median follow-up after ENRT of 44 months (range, 2 to 133), the 5-year biochemical disease-free and distant progression-free survival (DPFS) rates were 43% and 58%, respectively, with worse DPFS observed in patients with a PSA-doubling time <3 months (36.8% vs. 63.6%; P=0.029). Seventeen of 19 clinically relapsing patients presented lesions out of the ENRT field, and 10 were again oligometastatic. Only 2 patients presented with a CTCAE v3.0 grade ≥2 genitourinary toxicity. CONCLUSIONS: ENRT combined with short-course ADT is a safe and effective salvage modality for patients with oligorecurrent nodal PCa. Prospective randomized studies comparing focal SBRT versus ENRT are warranted to define the best treatment strategy.",exclusion,Not dealing with the intervention of interest,Repetit del ProP145,10.1097/COC.0000000000000419,ProP146,,
random-journal.pdf,ProM120,"Hrinivich, W T",2019,,pro.m,Online Prostate-Specific Membrane Antigen and Positron Emission Tomographyâ€“Guided Radiation Therapy for Oligometastatic Prostate Cancer,"Purpose
random-journal.pdf,Stereotactic ablative radiation therapy (SABR) for oligometastatic prostate cancer (OMPC) may improve clinical outcomes, but current challenges in intrafraction tracking of multiple small targets limits treatment accuracy. A biology-guided radiation therapy (BgRT) delivery system incorporating positron emission tomography (PET) detectors is being developed to use radiotracer uptake as a biologic fiducial for intrafraction tumor tracking to improve geometric accuracy. This study simulates prostate-specific membrane antigen (PSMA)-directed BgRT using a cohort from our phase II randomized trial of SABR in men with recurrent hormone sensitive OMPC and compares dose distributions to clinical SABR (CSABR).random-journal.pdf,

random-journal.pdf,Methods and Materials
random-journal.pdf,A research treatment planning system (RTPS) was used to replan 15 patients imaged with PSMA-targeted 18F-DCFPyL PET/computed tomography and previously treated with CSABR using conventional linear accelerators (linacs). The RTPS models a prototype ring-mounted linac incorporating PET and kilo-voltage computed tomography imaging subsystems and can be used to optimize BgRT plans, as well as research SABR (RSABR) plans, which use the prototype linac without radiotracer guidance. CSABR, RSABR, and BgRT plans were compared in terms of maximum planning target volume (PTV) dose (Dmax), mean dose to proximal organs at risk (DOAR), conformity index, as well as voxel-wise correlation of dose with PET specific uptake values to investigate possible dose-painting effects.random-journal.pdf,

random-journal.pdf,Results
random-journal.pdf,RSABR and BgRT plans resulted in mean ± standard deviation increases in Dmax of 4 ± 11% (P = .21) and 18 ± 15% (P < .001) and reductions in DOAR of –20 ± 19% (P <.001) and –10 ± 19% (P = .02) compared with CSABR. Similar target coverage was maintained with conformity indices of 0.81 ± 0.04 (P < .001) and 0.72 ± 0.08 (P = .44) for RSABR and BgRT compared with 0.74 ± 0.08 for CSABR. Dose and log (specific uptake values) had Pearson correlation coefficients of 0.10 (CSABR), 0.16 (RSABR), and 0.31 (BgRT).random-journal.pdf,

random-journal.pdf,Conclusions
random-journal.pdf,BgRT plans provided similar PTV coverage and conformity compared with CSABR while incorporating underlying PET activity. These results demonstrate feasibility of BgRT optimization enabling online PSMA-targeted, PET-based tracked dose delivery for OMPC.",exclusion,Other study design + no comparator,Study on delivery system,10.1016/j.adro.2019.10.006,,,
random-journal.pdf,ProM121,"Aggarwal, A",2016,eng,pro.m:#5,Organisation of Prostate Cancer Services in the English National Health Service.,"AIMS: The National Prostate Cancer Audit (NPCA) started in April 2013 with the aim of assessing the process of care and its outcomes in men diagnosed with prostate cancer in England and Wales. One of the key aims of the audit was to assess the configuration and availability of specialist prostate cancer services in England. MATERIALS AND METHODS: In 2014, the NPCA undertook an organisational survey of all 143 acute National Health Service (NHS) Trusts and 48 specialist multidisciplinary team (MDT) hubs cross England. Questionnaires established the availability and location of core diagnostic, treatment and patient-centred support services for the management of non-metastatic prostate cancer in addition to specific diagnostic and treatment procedures that reflect the continuing evolution of prostate cancer management, such as high-intensity focused ultrasound (HIFU) and stereotactic body radiotherapy. RESULTS: The survey received a 100% response rate. The results showed considerable geographical variation with respect to the availability of core treatment modalities, the size of the target population and catchment areas served by specialist MDT hubs, as well as in the uptake of additional procedures and services. Specifically there are gaps in the availability of core radiotherapy procedures; high dose rate and low dose rate brachytherapy are available in 44% and 75% of specialist MDTs, respectively. By comparison, there seems to be a relative 'over-penetration' of surgical innovation, with 67% of specialist MDTs providing robotic-assisted laparoscopic prostatectomy and 21% HIFU. There is also evidence of increased centralisation of core surgical procedures and regional inequity in the availability of surgical innovation across England. CONCLUSIONS: The organisational survey of the NPCA has provided a comprehensive assessment of the structure and function of specialist MDTs in England and the availability of prostate cancer procedures and services. As part of the prospective audit, the NPCA will assess the effect of the availability of prostate cancer services on access regionally and subsequent outcomes of care according to evidence-based guidelines.",exclusion,Other study design + no comparator,Survey on treatments used,10.1016/j.clon.2016.02.004,,,
random-journal.pdf,ProM122,"Phillips, Ryan",2020,eng,pro.m,Outcomes of Observation vs Stereotactic Ablative Radiation for Oligometastatic Prostate Cancer: The ORIOLE Phase 2 Randomized Clinical Trial,"Importance: Complete metastatic ablation of oligometastatic prostate cancer may provide an alternative to early initiation of androgen deprivation therapy (ADT). Objective(s): To determine if stereotactic ablative radiotherapy (SABR) improves oncologic outcomes in men with oligometastatic prostate cancer. Design, Setting, and Participant(s): The Observation vs Stereotactic Ablative Radiation for Oligometastatic Prostate Cancer (ORIOLE) phase 2 randomized study accrued participants from 3 US radiation treatment facilities affiliated with a university hospital from May 2016 to March 2018 with a data cutoff date of May 20, 2019, for analysis. Of 80 men screened, 54 men with recurrent hormone-sensitive prostate cancer and 1 to 3 metastases detectable by conventional imaging who had not received ADT within 6 months of enrollment or 3 or more years total were randomized. Intervention(s): Patients were randomized in a 2:1 ratio to receive SABR or observation. Main Outcomes and Measures: The primary outcome was progression at 6 months by prostate-specific antigen level increase, progression detected by conventional imaging, symptomatic progression, ADT initiation for any reason, or death. Predefined secondary outcomes were toxic effects of SABR, local control at 6 months with SABR, progression-free survival, Brief Pain Inventory (Short Form)-measured quality of life, and concordance between conventional imaging and prostate-specific membrane antigen (PSMA)-Targeted positron emission tomography in the identification of metastatic disease. Result(s): In the 54 men randomized, the median (range) age was 68 (61-70) years for patients allocated to SABR and 68 (64-76) years for those allocated to observation. Progression at 6 months occurred in 7 of 36 patients (19%) receiving SABR and 11 of 18 patients (61%) undergoing observation (P =.005). Treatment with SABR improved median progression-free survival (not reached vs 5.8 months; hazard ratio, 0.30; 95% CI, 0.11-0.81; P =.002). Total consolidation of PSMA radiotracer-Avid disease decreased the risk of new lesions at 6 months (16% vs 63%; P =.006). No toxic effects of grade 3 or greater were observed. T-cell receptor sequencing identified significant increased clonotypic expansion following SABR and correlation between baseline clonality and progression with SABR only (0.082085 vs 0.026051; P =.03). Conclusions and Relevance: Treatment with SABR for oligometastatic prostate cancer improved outcomes and was enhanced by total consolidation of disease identified by PSMA-Targeted positron emission tomography. SABR induced a systemic immune response, and baseline immune phenotype and tumor mutation status may predict the benefit from SABR. These results underline the importance of prospective randomized investigation of the oligometastatic state with integrated imaging and biological correlates. Trial Registration: ClinicalTrials.gov Identifier: NCT02680587.Copyright © 2020 American Medical Association. All rights reserved.",exclusion,Not the right comparator,,http://dx.doi.org/10.1001/jamaoncol.2020.0147,ProP150,,Methastasis directed therapy (may be included in ProM)
random-journal.pdf,ProM123,"I., San Miguel",2019,English,pro.m,Pattern of Relapse After Metastases Directed Therapy in Oligorrecurrent Prostate Cancer,"Purpose or Objective: A better knowledge of the pattern of recurrence after metastases directed therapy (MDT) in patients with oligometastatic disease might be useful to select the most appropriate candidates. The aim of this study is to report in a prospective cohort of oligorecurrent prostate cancer patients factors associated with the pattern of relapse and disease control after MDT. Material(s) and Method(s): From 2012 to 2017, 104 lesions diagnosed with Ch-PET in 53 consecutive oligometastatic-recurrence prostate cancer patients have been treated. Biochemical failure was defined using the nadir+2 ng/mL definition; a DFS event was defined as evidence of disease by any clinical, pathological or radiological method. Reassessment with Ch-PET imaging was performed in case of biochemical failure or if clinically indicated to rule out local or distant metastatic progression. Patterns of first progression following MDT were recorded. In case of an oligometastatic recurrence outside the previous PTV field, a retreatment with SBRT or IMRT was offered. Descriptive analyses were done. Chi-square and Fisher-exact tests were performed to evaluate the influence of patient, tumor, and treatment characteristics on the pattern of relapse. A p<0.05 considered statistically significant Results: The different subsites of metastatic involvement before 1st MDT were lymph-nodes in 67.9% and bone in 32.1% of patients. The treatments administered to the initial oligorecurrence sites were IMRT (49%) and SABR (51%) +/- short course ADT. After a median follow-up of 28 months (6-54 months), 89% of the patients remain alive and only 3 deaths were related to prostate cancer. At last follow-up 34% of the patients were free from disease progression. Twenty-five patients with biochemical failure after 1st MDT presented distant recurrence on re-staging Ch-PET and 64% (16/25) were again oligometastatic relapses allowing for a 2nd MDT in 12 patients. In terms of relapse site, 7/7 (100%) patients with initial bone disease presented a subsequent bone relapse, 10/18 (56%) patients with initial nodal disease presented a nodal relapse and 8/18 (44%) a bone relapse. At diagnosis, a PSA pre-PET<4.5ng/mL was associated with higher probability of presenting with nodal oligometastases (p=0.049). The variables with significant association with nodal relapse after MDT were a pre-MDT PSA<10ng/mL (p=0.049) and initial nodal oligometastatic site (p=0.02). A PSADT>12 months before MDT was the only factor statistically associated with higher disease control (p=0.011). Conclusion(s): Long-term disease control is still possible in oligometastatic patients who receive MDT. At relapse, most patients are again oligometastatic allowing for repeated MDT. The pre-MDT PSA and initial nodal oligometastatic site are associated with a further nodal relapse. Patients presenting with a PSADT>12 months and a PSApre-PET<4.5ng/mL may have a better prognosis.Copyright © 2019 Elsevier Ireland Ltd",exclusion,Other study design + no comparator,Prognostic factors,http://dx.doi.org/10.1016/S0167-8140%2819%2931269-1,,,
