source,ref-type,author,year,language,label,title,abstract,inclusion/exclusion,Reason/s for exclusion,Comments,electronic-resource-num
random-journal.pdf,LivM121,"Jarraya, Hajer",2015,eng,LIV.M:#4,Lobulated enhancement evaluation in the follow-up of liver metastases treated by stereotactic body radiation therapy.,"OBJECTIVE: The Response Evaluation Criteria in Solid Tumors (RECIST) can have limitations when used to evaluate local treatments for cancer, especially for liver malignancies treated by stereotactic body radiation therapy (SBRT). The aim of this study was to validate the relationship between the occurrence of lobulated enhancement (LE) and local relapse and to evaluate the utility of this relationship for predicting local progression. PATIENTS AND METHODS: Imaging data of 59 lesions in 46 patients, including 281 computed tomographic (CT) scans, were retrospectively and blindly reviewed by 3 radiologists. One radiologist measured the lesion size, for each CT and overall, to classify responses using RECIST threshold criteria. The second studied LE occurrence. A third radiologist was later included and studied LE occurrence to evaluate the interobserver consistency for LE evaluation. RESULTS: The mean duration of follow-up was 13.6 months. LE was observed in 16 of 18 progressive lesions, occurring before size-based progression in 50% of cases, and the median delay of LE detection was 3.2 months. The sensitivity of LE to predict progression was 89%, and its specificity was 100%. The positive predictive value was 100%, the negative predictive value was 95.3%, and the overall accuracy was 97%. The probability of local progression-free survival at 12 months was significantly higher for lesions without LE compared with all lesions: 0.80 (CI 95%: 0.65-0.89) versus 0.69 (CI 95%: 0.54-0.80), respectively. The overall concordance rate between the 2 readers of LE was 97.9%. CONCLUSION: Response assessment of liver metastases treated by SBRT can be improved by including LE. This study demonstrates the diagnostic and predictive utility of LE for assessing local progression at a size still eligible for local salvage treatment.",exclusion,"Other study, no comparator",,10.1016/j.ijrobp.2015.01.028
random-journal.pdf,LivM122,"Joo, Ji Hyeon",2017,eng,LIV.M:#5*,Local Control Outcomes Using Stereotactic Body Radiation Therapy for Liver Metastases From Colorectal Cancer.,"PURPOSE: To evaluate the effective dose and patterns of recurrence after stereotactic body radiation therapy (SBRT) for hepatic metastases that arise from colorectal cancer. METHODS AND MATERIALS: A cohort of 70 patients with 103 colorectal liver metastases were treated with SBRT at a single institution. The prescribed doses were 45 to 60 Gy in 3 to 4 fractions, but these were modified according to the tolerance of the adjacent normal tissue. To allow for dose comparisons, a biological equivalent dose was calculated. RESULTS: The median follow-up period was 34.2 months (range, 5.3-121.8 months). The 2-year overall survival and progression-free survival rates were 75% and 35%, respectively. In subgroups, the 2-year local control rates for biological equivalent dose ≤80 Gy (group 1), 100 to 112 Gy (group 2), and ≥132 Gy (group 3) were 52%, 83%, and 89%, respectively. Cox proportional hazards model revealed a significant difference between groups (hazard ratio 0.44, P=.03 for group 2; hazard ratio 0.17, P=.17 for group 3; P=.01 for total). The major pattern of failure was a new liver metastasis out of the SBRT field. There was no grade ≥3 toxicity. CONCLUSIONS: Stereotactic body radiation therapy of liver metastases derived from colorectal cancer offers a locally effective treatment without significant complications. Longer local control can be expected if higher doses are used. Further studies will be needed to compare the efficacies of SBRT with those of surgical resection or radiofrequency ablation.",exclusion,No comparator,,10.1016/j.ijrobp.2017.07.030
random-journal.pdf,LivM123,"Gil-Raga, M",2020,,LIV.M:#1,Long term control stereotactic body radiotherapy (SBRT) for oligometastatic colorectal cancer: a single center study,"BACKGROUND: To evaluate survival after stereotactic body radiotherapy (SBRT) as radical treatment for metastases of colorectal cancer (CRC) and to identify prognostic factors after treatment. METHODS: Patients with metastatic CRC treated with SBRT on metastatic lesions were retrospectively analyzed between February 2012 and August 2016 at the General University Hospital of Valencia. The follow‐up was carried out until July 15, 2018. The data have been collected in a database. Patients may have received prior systemic therapy and/or resection of metastatic disease. Endpoints were timed from end of SBRT and included overall survival (OS) and progression‐free survival (PFS). Univariate and multivariate analysis using Cox proportional hazard modeling was used to identify prognostic factors. RESULTS: A total of 49 patients were identified. Before SBRT, 77.5% of the patients have received systemic therapy and 65.2% surgery for metastatic disease. Of metastatic lesions treated with SBRT 53.1% were located in the lung, 30.6% in the liver and 16.3% in other locations. Median survival were: PFS after treatment with SBRT was 9.9 months (95% CI: 4.64‐15.1) and the median OS was 28.9 months (95% CI: 19.0‐38.7). No relapses were observed in 20% of the patients after SBRT. The treatment was well tolerated and no patient had grade 3 or 4 adverse effects. Right colon [HR 16.53 (95% CI: 3.11‐87.87), P value 0.001] and higher tumor stage (III‐IV) [HR 12.30 (95% CI: 2.10‐71.92), P value 0.005] showed a lower OS in a multivariate analysis. CONCLUSIONS: SBRT for oligometastatic disease is an effective option for patients with advanced CRC, with encorauging survival outcomes. However, a definitive validation in large randomized studies is required.",exclusion,No comparator,,10.21037/cco.2020.01.10
random-journal.pdf,LivM124,"W.J., Petty",2018,eng,2 intervention;LIV.M:#2;LIV.P:#2,Long-Term Outcomes of a Phase 2 Trial of Chemotherapy With Consolidative Radiation Therapy for Oligometastatic Non-Small Cell Lung Cancer,"PURPOSE: Recent data indicate consolidative radiation therapy improves progression-free survival (PFS) for patients with oligometastatic non-small cell lung cancer (NSCLC). Data on long-term outcomes are limited. METHODS AND MATERIALS: This prospective, multicenter, single-arm, phase 2 trial was initiated in 2010 and enrolled patients with oligometastatic NSCLC. Oligometastatic disease was defined as a maximum of 5 metastatic lesions for all disease sites, including no more than 3 active extracranial metastatic lesions. Limited mediastinal lymph node involvement was allowed. Patients achieving a partial response or stable disease after 3 to 6 cycles of platinum-based chemotherapy were treated with CRT to the primary and metastatic sites of disease, followed by observation alone. The primary endpoint was PFS, with secondary endpoints of local control, overall survival (OS), and safety. RESULTS: Twenty-nine patients were enrolled between October 2010 and October 2015, and 27 were eligible for consolidative radiation therapy. The study was closed early because of slow accrual but met its primary endpoint for success, which was PFS >6 months (P < .0001). The median PFS (95% confidence interval) was 11.2 months (7.6-15.9 months), and the median OS was 28.4 months (14.5-45.8 months). Survival outcomes were not significantly different for patients with brain metastases (P = .87 for PFS; P = .12 for OS) or lymph node involvement (P = .74 for PFS; P = .86 for OS). CONCLUSIONS: For patients with oligometastatic NSCLC, chemotherapy followed by consolidative radiation therapy without maintenance chemotherapy was associated with encouraging long-term outcomes.",exclusion,"No comparator, wrong patients",,10.1016/j.ijrobp.2018.06.400
random-journal.pdf,LivM125,"McPartlin, Andrew",2017,English,LIV.M:#5*,Long-Term Outcomes of Phase 1 and 2 Studies of SBRT for Hepatic Colorectal Metastases.,"PURPOSE: To report mature outcomes of prospective phase 1 and 2 studies of stereotactic body radiation therapy (SBRT) for the treatment of colorectal liver metastases (CLMs). METHODS AND MATERIALS: Patients with histologically confirmed CLMs unsuitable for resection or standard therapies were eligible for sequential phase 1 and 2 studies conducted from 2003 to 2012. RESULTS: Of 60 patients treated, 82% had received previous chemotherapy, 23% had undergone previous focal liver treatment, and 38% had extrahepatic disease at the time of SBRT. The median number of gross tumor volume (GTV) targets per patient was 1 (range, 1-6), with a median total target volume of 117.7 cm(3) (range, 6.7-3115.4 cm(3)). The median minimum dose to the GTV was 37.6 Gy (range, 22.7-62.1 Gy) in 6 fractions over a period of 2 weeks. Other than 1 case of grade 3 nausea, there were no acute toxicities greater than grade 2. With a median follow-up period of 28.1 months for survivors, no gastrointestinal bleed or biliary or liver toxicity was seen. The local control rate per lesion at 1 and 4 years was 49.8% and 26.2%, respectively. Increasing minimum dose to the GTV was associated with improved local control (P=.003). Median overall survival was 16.0 months (95% confidence interval, 11.9-20.5 months). On multivariate analysis, improved survival was associated with smaller total GTV (P=.017), performance status of 0 or 1 (P=.007), no extrahepatic disease at the time of treatment (P=.005), and local control of targeted liver disease (P=.001). Two long-term survivors remain disease free at 49 and 125 months. CONCLUSIONS: Six-fraction SBRT for CLM is safe and may be associated with long-term cure. Local control was significantly associated with delivered dose and was lower than seen in other studies using a higher SBRT dose. Survival was associated with smaller tumor volume, absence of extrahepatic disease, performance status of 0 or 1, and local control of treated liver lesions.",exclusion,"No comparator, wrong study design",,http://dx.doi.org/10.1016/j.ijrobp.2017.04.010 
random-journal.pdf,LivM126,"Su, Ting-Shi",2016,eng,LIV.M:#3,Long-term survival analysis in combined transarterial embolization and stereotactic body radiation therapy versus stereotactic body radiation monotherapy for unresectable hepatocellular carcinoma >5 cm.,"BACKGROUND: The survival following transarterial chemoembolization (TACE) alone is still low in unresectable hepatocellular carcinoma (HCC) with almost patients developing disease progression after treatment. There is need to investigate additional therapeutic options that would intensify the initial response to TACE. The present study was to retrospectively compare the outcome and evaluate the prognostic factors of stereotactic body radiation therapy (SBRT) alone or as an adjunct to transarterial embolization (TAE) or TACE in the treatment of HCC >5 cm. METHODS: From January 2011 to April 2015, 77 patients received SBRT followed by TAE or TACE (TAE/TACE + SBRT group) and 50 patients received SBRT alone (SBRT group). The dose of SBRT was 30-50 Gy which was prescribed in 3-5 fractions. Eligibility criteria were: a longest tumor diameter >5.0 cm and Child-Turcotte-Pugh (CTP) Class A or B. Exclusion criteria included tumor thrombus, lymph node involvement and extrahepatic metastasis. RESULTS: The median follow-up period was 20.5 months. Median tumor size was 8.5 cm (range, 5.1-21.0 cm). Median overall survival (OS) in the TAE/TACE + SBRT group was 42.0 months versus 21.0 months in the SBRT group. The 1-, 3- and 5-year OS was 75.5, 50.8, and 46.9 % in the TAE/TACE + SBRT group and was 62.4, 32.9, and 32.9 % in the SBRT group, respectively (P = 0.047). The 1-, 3- and 5-year distant metastasis-free survival (DMFS) was 66.3, 44.3, and 40.6 % in the TAE/TACE + SBRT group and was 56.8, 26.1, and 17.4 % in the SBRT group, respectively (P = 0.049). The progression-free survival (PFS) and local relapse-free survival (LRFS) were not significantly different between the two groups. In the entire patient population, a biologically effective dose (BED(10)) ≥100 Gy and an equivalent dose in 2 Gy fractions (EQD(2)) ≥74 Gy were significant prognostic factors for OS, PFS, LRFS and DMFS. CONCLUSIONS: SBRT combined with TAE/TACE may be an effective complementary treatment approach for HCC >5 cm in diameter. BED(10) ≥100 Gy and EQD(2) ≥74 Gy should receive more attention when the SBRT plan is designed.",exclusion,Wrong comparator,received SBRT followed by TAE or TACE (TAE/TACE + SBRT group) and 50 patients received SBRT alone (SBRT group),10.1186/s12885-016-2894-9
random-journal.pdf,LivM127,"Stintzing, Sebastian",2019,eng,LIV.M:#5*,Long-term Survival in Patients Treated with a Robotic Radiosurgical Device for Liver Metastases.,"PURPOSE: The treatment of liver metastases with local procedures is a fast progressing field. For the most, long-term survival data is missing raising questions with regard to the efficacy of such modalities when compared to surgical resection. Radiosurgery using the CyberKnife device enables the treatment of liver lesions with a single-session approach. Here we present long-term survival data to explore the curative potential of this strategy. MATERIALS AND METHODS: Patients with oligo-metastatic disease limited to the liver have been treated with single-session or hypo-fractioned radiosurgery in curative intent and prospectively followed until death. Follow-up (FU) was performed using magnetic resonance imaging (MRI) 2 months after radiation and at 3-month intervals for the first 2 years. After that annual computed tomography or MRI scans were performed until 5 years post-treatment. Local recurrence in the radiated volume and recurrence outside the treated volume were used to define local and distant progression. Survival times were censored at the time of the last FU. RESULTS: One hundred twenty-six patients treated between 2005 and 2015 with 194 lesions were included into this study. Median FU was 30.0 months. According to Response Evaluation Criteria in Solid Tumors, 55.2% had a complete remission and 11.3% a partial remission. Seventy-two point two percent recurred outside the radiated lesion and median overall survival was 35.2 months with a 3-year survival rate of 47.7%. CONCLUSION: This is currently the largest cohort of stereotactic body radiation therapy treated liver lesions with a median long-term follow of 30 months. Robotic radiosurgery using a single session approach has a high efficacy to control the radiated lesion with the potential to cure patients.",exclusion,Wrong intervention,,10.4143/crt.2017.594
random-journal.pdf,LivM128,"Bae, Sun Hyun",2015,English,LIV.M:#5*;LIV.P:#5*,Low Hepatic Toxicity in Primary and Metastatic Liver Cancers after Stereotactic Ablative Radiotherapy Using 3 Fractions,"This study evaluated the incidence of hepatic toxicity after stereotactic ablative radiotherapy (SABR) using 3 fractions to the liver, and identified the predictors for hepatic toxicity. We retrospectively reviewed 78 patients with primary and metastatic liver cancers, who underwent SABR using 3 fractions between 2003 and 2011. To examine the incidence of hepatic toxicity, we defined newly developed hepatic toxicity≥grade 2 according to the National Cancer Institute Common Terminology Criteria for Adverse Events v4.0 within 3 months after the end of SABR as a significant adverse event. To identify the predictors for hepatic toxicity, we analyzed several clinical and dosimetric parameters (rV5Gy-rV35Gy: normal liver volume receiving <X Gy, reverse VXGy). Hepatic toxicity≥grade 2 occurred in 10 patients (13%): grade 2 in 9 patients and grade 3 in 1 patient. On univariate analysis, baseline Child-Pugh (CP) score (5 vs. 6-8), normal liver volume, and planning target volume were the significant clinical predictors. All dosimetric parameters were significant: rV20Gy was the most significant predictor. On multivariate analysis, baseline CP score (hazard ratio, 0.026; P=0.001) was the only significant predictor. In conclusion, SABR using 3 fractions in primary and metastatic liver cancers produces low hepatic toxicity, especially in patients with a baseline CP score of 5. However, further studies are needed to minimize hepatic toxicity in patients with baseline CP scores≥6.",exclusion,No comparator,,http://dx.doi.org/10.3346/jkms.2015.30.8.1055 
random-journal.pdf,LivM129,"R., Van Den Begin",2016,English,LIV.M:#5;LIV.P:#5,Motion management and Vero dynamic tracking for SBRT in oligometastatic disease: A prospective trial,"Purpose or Objective: To evaluate the clinical efficacy and toxicity of stereotactic body radiotherapy (SBRT) with respiratory motion management in patients with oligometastatic cancer. Material(s) and Method(s): Patients with five or less metastases were eligible for this prospective trial. A four-dimensional respiration-correlated CT (4D-CT) was obtained for planning. In metastases with significant motion, a fiducial marker was implanted for dynamic tracking using the gimbaled Vero SBRT system, otherwise an internal target volume (ITV) was defined to encompass the tumor trajectory. ITV-targets were also treated on Vero, unless numbering 4 or more, in which case tomotherapy was used. A dose of 50 Gy in 10 fractions of 5 Gy was prescribed on the 80% isodose line, covering the planning target volume. Result(s): We treated 87 metastases in 44 patients, with colorectal cancer as the most common primary origin (65.9%). Metastatic sites were mainly lung (n=62) and liver (n=17). Twenty-seven metastases, of which 12 in lung, 14 in liver and 1 in a kidney, were treated with dynamic tracking, the remaining 60 using the ITV-concept. Three patients (7%) experienced grade >=3 toxicity, of which one with a liver metastasis invading the major bile ducts with grade 5 cholangitis due to bile duct stenosis. After a median followup of 12 months. we report an actuarial one-year local control (LC) of 89% for the whole group (95% CI 77-95%), with corresponding values of 90% and 88% for the metastases irradiated with the ITV-approach and dynamic tracking, respectively. Median progression-free survival reached 6.5 months, one-year overall survival 97%. Conclusion(s): This first clinical trial on Vero dynamic tracking shows favorable efficacy. SBRT with respiratory motion management resulted in a high LC and acceptable toxicity profile in oligometastatic cancer patients.",exclusion,No comparator,,
random-journal.pdf,LivM130,"R., Van den Begin",2016,English,LIV.M:#2;LIV.P:#2,Motion management during SBRT for oligometastatic cancer: Results of a prospective phase II Motion management for oligometastases trial,"Purpose To optimize the local control of stereotactic body radiotherapy (SBRT) using the Vero-SBRT system and respiratory motion management in patients with oligometastatic cancer. Materials and methods Patients with five or less metastases were eligible. In metastases with significant motion, a fiducial was implanted for Vero dynamic tracking. For other metastases an internal target volume (ITV) was defined to encompass the respiratory tumor trajectory. A dose of 50 Gy in 10 fractions was prescribed on the 80% isodose line. Results We treated 87 metastases in 44 patients, with colorectal cancer as the most common primary origin (65.9%). Metastatic sites were mainly lung (n = 62) and liver (n = 17). Twenty-seven metastases were treated with dynamic tracking, the remaining 60 using the ITV-concept. Three patients (7%) experienced grade 3 toxicity. After a median follow-up of 12 months, the overall one-year local control (LC) amounted to 89% (95% CI 77-95%), with corresponding values of 90% and 88% for the metastases irradiated with the ITV-approach and dynamic tracking, respectively. Median progression-free survival reached 6.5 months, one-year overall survival 95%. Conclusions SBRT with proper respiratory motion management resulted in a high LC and an acceptable toxicity profile in oligometastatic cancer patients.Copyright © 2016 Elsevier Ireland Ltd",exclusion,No comparator,,http://dx.doi.org/10.1016/j.radonc.2016.04.020 
random-journal.pdf,LivM131,"Van den Begin, Robbe",2016,eng,*;LIV.M:#5;LIV.P:#1,Motion management during SBRT for oligometastatic cancer: Results of a prospective phase II trial.,"PURPOSE: To optimize the local control of stereotactic body radiotherapy (SBRT) using the Vero-SBRT system and respiratory motion management in patients with oligometastatic cancer. MATERIALS AND METHODS: Patients with five or less metastases were eligible. In metastases with significant motion, a fiducial was implanted for Vero dynamic tracking. For other metastases an internal target volume (ITV) was defined to encompass the respiratory tumor trajectory. A dose of 50Gy in 10 fractions was prescribed on the 80% isodose line. RESULTS: We treated 87 metastases in 44 patients, with colorectal cancer as the most common primary origin (65.9%). Metastatic sites were mainly lung (n=62) and liver (n=17). Twenty-seven metastases were treated with dynamic tracking, the remaining 60 using the ITV-concept. Three patients (7%) experienced grade ⩾3 toxicity. After a median follow-up of 12months, the overall one-year local control (LC) amounted to 89% (95% CI 77-95%), with corresponding values of 90% and 88% for the metastases irradiated with the ITV-approach and dynamic tracking, respectively. Median progression-free survival reached 6.5months, one-year overall survival 95%. CONCLUSIONS: SBRT with proper respiratory motion management resulted in a high LC and an acceptable toxicity profile in oligometastatic cancer patients.",exclusion,No comparator,,10.1016/j.radonc.2016.04.020
random-journal.pdf,LivM132,"C., Richter",2016,English,LIV.M:#5,MRI imaging of irradiated liver tissue for in vivo verification in particle therapy,"In vivo treatment verification is highly desirable, especially but not only in particle therapy where uncertainties in the particle range can compromise the physical advantage of this treatment modality. Existing measurement techniques for range measurements exploit physical effects, in particular secondary radiation that is produced by the proton beam, for example through activation of positron emitters, or prompt gamma radiation. Also biological effects caused by the irradiation can be used for in vivo treatment verification, if a functional imaging method is available to visualize the effect. One prominent example for biology-driven range verification is an irradiation-induced change in contrast-enhanced MRI of the liver. A strong systematic decrease in uptake of the hepatobiliary-directed contrast agent Gd-EOB-DTPA has been shown in irradiated healthy liver tissue 6-9 weeks after irradiation [1-3] using different treatment modalities (brachytherapy, stereotactic body radiation therapy with photons and protons). The underlying mechanism seems to be based on a pro-inflammatory reaction of the irradiated liver tissue resulting in a downregulation of the Gd-EOB-DTPA uptake transporters and an upregulation of the respective excretion transporters [4]. In a prospective clinical study, carried out at Massachusetts General Hospital in Boston (USA), we investigated whether MRI of the liver can be used for in vivo dosimetric verification already during the course of hypo-fractionated proton therapy of liver metastases (5 fractions within 2 weeks). In contrast to the previously found late changes weeks after the end of treatment that were seen in all patients, for the early Gd-EOB-DTPA enhanced MR imaging large inter-patient variations were found. For 10 patients, strong or moderate signal changes were detected for 2 and 3 patients, respectively. For 5 patients no dose-correlated early signal change was found at all. This qualitative scoring was consistent with a quantitative voxelwise dose to signal change correlation. The analysis of additional parameters that could potentially explain inter-patient variations (e.g. dose delivered at time of MRI scans, several timing parameters, liver function parameters and circulating biomarkers of inflammation determined from blood samples taken before and during treatment) revealed no clear correlation or trend with the strength of the signal decrease. Hence, irradiation-induced effects in the liver can be detected with Gd-EOB-DTPA enhanced MRI within a few days after proton irradiation in a subgroup of patients. As all patients possessed a signal decrease in late follow up scans, only the early dynamics of the liver response is influenced by these inter-patient variations. The reason for these large variations in early response is not yet fully understood and needs further investigation. This presentation will cover a brief overview of biological effects used for treatment verification and will then focus on the irradiation-induced signal change in Gd-EOB-DTPA enhanced MRI of the liver. The hypothesis for the biological mechanism, the available data for late and early MRI signal changes will be presented and open questions will be discussed.",exclusion,Wrong intervention,,
random-journal.pdf,LivM133,"Boda-Heggemann, Judit",2016,eng,LIV.M:#4,MRI morphologic alterations after liver SBRT : Direct dose correlation with intermodal matching.,"AIM: CT morphologic and histopathologic alterations have been reported after SBRT. We analyzed the correlation of MRI morphologic alterations with radiation doses to assess the potential for MRI-based dose-effect correlation in healthy liver tissue. PATIENTS AND METHODS: MRI data of 24 patients with liver metastases 7±3 weeks after image-guided SBRT in deep-inspiration breath-hold were retrospectively analyzed. MRI images were intermodally matched to the planning CT and corresponding dose distribution. Absolute doses were converted to EQD2,α/β =x with α/β values of 2, 3 for healthy liver tissue, 8 Gy for modelled predamaged liver tissue and 10 Gy for tumor tissue. RESULTS: A central nonenhancing area was observed within the isodose lines of nominally 48.2 ± 15.2 Gy, EQD2Gy/α/β =10 92.5 ± 27.7 Gy. Contrast-enhancement around the central nonenhancing area was observed within the isodose lines of nominally 46.9 ± 15.3 Gy, EQD2Gy/α/β =10 90.5 ± 28.3 Gy. Outside the high-dose volume, in the beam path, characteristic sharply defined, nonblurred MRI morphologic alterations were observed that corresponded with the following isodose lines: T1-intensity changes occurred at isodose lines of nominally 21.9 ± 6.7 Gy (EQD2,α/β =2 42.5 ± 8.7 Gy, EQD2,α/β =3 38.5 ± 7.6 Gy, EQD2,α/β =8 30.2 ±6.3 Gy). T2-hyper/hypointensity was observed within isodose lines of nominally 22.4 ± 6.6 Gy (EQD2,α/β=2 42.7 ± 8.1 Gy, EQD2,α/β=3 38.7 ± 7 Gy; EQD2,α/β=8 30.5 ± 5.9 Gy). CONCLUSIONS: Using deformable matching, direct spatial/dosimetric correlation of SBRT-induced changes in liver tissue was possible. In the PTV high-dose region, a central nonenhancing area and peripheral contrast medium accumulation was observed. Beam path doses of 38-42 Gy (EQD2,α/β =2-3) induce characteristic MRI morphologic alterations.",exclusion,No comparator,,10.1007/s00066-016-1013-9
random-journal.pdf,LivM134,"J., Boda-Heggemann",2016,English,LIV.M:#2,MRI morphologic alterations after liver SBRT: Direct dose correlation with intermodal matching,"Aim: CT morphologic and histopathologic alterations have been reported after SBRT. We analyzed the correlation of MRI morphologic alterations with radiation doses to assess the potential for MRI-based dose-effect correlation in healthy liver tissue. Patients and Methods: MRI data of 24 patients with liver metastases 7+/-3 weeks after image-guided SBRT in deep-inspiration breath-hold were retrospectively analyzed. MRI images were intermodally matched to the planning CT and corresponding dose distribution. Absolute doses were converted to EQD2,alpha/beta =x with alpha/beta values of 2, 3 for healthy liver tissue, 8 Gy for modelled predamaged liver tissue and 10 Gy for tumor tissue. Result(s): A central nonenhancing area was observed within the isodose lines of nominally 48.2 +/- 15.2 Gy, EQD2Gy/alpha/beta =10 92.5 +/- 27.7 Gy. Contrast-enhancement around the central nonenhancing area was observed within the isodose lines of nominally 46.9 +/- 15.3 Gy, EQD2Gy/alpha/beta =10 90.5 +/- 28.3 Gy. Outside the high-dose volume, in the beam path, characteristic sharply defined, nonblurred MRI morphologic alterations were observed that corresponded with the following isodose lines: T1-intensity changes occurred at isodose lines of nominally 21.9 +/- 6.7 Gy (EQD2,alpha/beta =2 42.5 +/- 8.7 Gy, EQD2,alpha/beta =3 38.5 +/- 7.6 Gy, EQD2,alpha/beta =830.2 +/-6.3 Gy). T2-hyper/hypointensity was observed within isodose lines of nominally 22.4 +/- 6.6 Gy (EQD2,alpha/beta=2 42.7 +/- 8.1 Gy, EQD2,alpha/beta=3 38.7 +/- 7 Gy; EQD2,alpha/beta=8 30.5 +/- 5.9 Gy). Conclusion(s): Using deformable matching, direct spatial/dosimetric correlation of SBRT-induced changes in liver tissue was possible. In the PTV high-dose region, a central nonenhancing area and peripheral contrast medium accumulation was observed. Beam path doses of 38-42 Gy (EQD2,alpha/beta =2-3) induce characteristic MRI morphologic alterations.Copyright © 2016, Springer-Verlag Berlin Heidelberg.",exclusion,No comparator,,http://dx.doi.org/10.1007/s00066-016-1013-9 
random-journal.pdf,LivM135,"J., Boda-Heggemann",2015,English,LIV.M:#2,Mri morphologic alterations after liver-SBRT: Assessment of correlation with dose based on deformable matching,"Purpose/Objective(s): CT-morphologic alterations after SBRT are described in the literature and they can be correlated to histopathologic alterations. In this work we analyzed the correlation of MRI-morphologic alterations with radiation doses to assess the potential for MR-based invivo dosimetry in healthy liver tissue. Materials/Methods: MRI data of 22 patients with liver metastases before and after 7+/-3 weeks after image guided SBRT in computer-controlled deep inspiratory breath hold (DIBH) were analyzed retrospectively. T1- and T2-weighted MRI sequences were matched to the planning CT with the corresponding dose distribution with a commercially available deformable registration algorithm. Isodose lines were directly correlated to the radiologic changes. Absolute doses were converted to BED2 with an alpha/ beta-value of 2 and 3 for healthy liver tissue and 10 for tumor tissue (BED2=Dx (d+alpha/beta)/(2+alpha/ beta)). Result(s): Nominal prescription dose was 48.9+/-14.7Gy (median 60Gy) in single doses of 14.1+/-6.7Gy (median 12Gy). BED2 was 93.9+/-26.8Gy (median 110Gy) for the PTV (alpha/beta10). Central necrosis was observed within the isodose lines of nominally 48.8+/-14.7Gy (median 60Gy), BED2 (alpha/beta10) 93.9+/-26.7Gy (median 110Gy). A surrounding contrast medium accumulation was observed within the isodose lines of nominal 47.4+/-14.9Gy (median 58.5Gy), BED2 (alpha/beta10) 91.8+/-27.4Gy (median 105.8Gy). Outside the high-dose volume, in the region of radiation beam entrance, characteristic sharply defined radiological changes were observed which could be directly correlated to the isodose lines: T1 hypo- or hyperintensity occurred starting at isodose lines of nominally 22.2+/-6.8Gy (median 24Gy), BED2(alpha/beta2) 43.4+/-7.8Gy (median 42Gy), BED2 (alpha/beta3) 39.3+/-6.8Gy (median 37.6Gy). T2-hyper/or hypointensity was observed within isodose lines of nominally 22.4+/-6.7Gy (median 24Gy), BED2 (alpha/beta2) 43.1+/-11.6Gy (median 41.5Gy), BED2 (alpha/beta3) 39.6+/-9.8Gy (median 38,7Gy). No high grade toxicity or changes in liver laboratory values were observed. Conclusion(s): (1) A sharply defined pattern of radiological changes indicates a precise dose application in repetitive breath hold during hypofractionated SBRT. (2) Characteristic radiogenic changes occur in the first post-SBRT MRI. Within the high-dose region of the PTV, tumor necrosis and peripheral contrast medium accumulation can be observed. Beam entrance doses of 37-42Gy (BED2) induce MRI morphologic changes which can be correlated to isodose lines. These changes have not resulted in clinical or biochemical toxicity in the studied cohort. Based on deformable matching, these data allow a direct spatial and dosimetric correlation and quantification of SBRT-induced changes in healthy liver tissue.",exclusion,No comparator,,
random-journal.pdf,LivM136,"Sclafani, Francesco",2019,eng,LIV.M:#5,Multimodality treatment of oligometastatic anal squamous cell carcinoma: A case series and literature review.,"BACKGROUND AND OBJECTIVES: There is limited evidence to guide the management of patients with oligometastatic anal squamous cell carcinoma (SCC). We aimed to address this question by reporting the outcome of SCC patients who were treated with organ-directed therapies at two large cancer centers. METHODS: Patients with advanced anal SCC who were treated with surgery, stereotactic radiotherapy, or radiofrequency ablation (RFA) with a curative intent from 2008 to 2017 were retrospectively identified from the institutional electronic patient records. RESULTS: Eight patients with liver or lung metastases met the study inclusion criteria. Seven were treated with surgery while one received RFA and radiotherapy. Median progression-free survival was 5 months (range, 4-39). Three patients underwent repeat organ-directed treatment upon failure of the initial surgery with no evidence of further recurrent disease at the last follow-up. Median overall survival from the time of the first organ-directed therapy was 31 months (range, 11-96) with two out of eight patients being alive and disease-free at 5 years. CONCLUSIONS: Our study confirms that consideration should be given to the adoption of a multidisciplinary treatment approach in carefully selected, oligometastatic anal SCC patients as organ-directed therapies may offer the chance of achieving a relatively long disease control.",exclusion,Wrong intervention,,10.1002/jso.25320
